card,L1_대분류,L2_중분류,process_uid,process_id,process_name,step_no,row_id,기능,시스템,담당자,상태,근거,cross,귀속
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-011,MES 품목코드 중복 검증(부분 유니크·삭제상품 점유 명시),,서희항,부분,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-012,MES 품목코드 매핑 현황 목록 노출,,서희항,미착수,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-013,MES-1 주문 접수 전송(WCF·주문헤더+제작사양 전문+원고 목록+handoff_id),,서희항,미착수,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-014,MES 중복 전송 방지 도장,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C5,STD-MFG-015,MES-2 주문 취소 통보(생산중지 요청),,서희항,미착수,ledger전용,t65,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C5,STD-MFG-016,MES-3 원고 교체 통보(회차 증가 시 새 키 전달),,서희항,미착수,ledger전용,,담당
t64,배송,추적,t64-P11,P11,배송추적 · 배송지변경,C5,STD-MFG-017,MES-4 배송지·수령자 변경 통보(출고 전 한정),,서희항,미착수,ledger전용,t63,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C5,STD-MFG-018,MES-5 주문 조회 재동기화,,서희항,미착수,ledger전용,t65,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-019,MES→우리 API 인증(VPC 사설 경로+API 키·인터넷 미개방),,서희항,미착수,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-020,주문 큐 비동기 처리(SQS 디커플·MES 다운 중에도 접수 지속),,서희항,미착수,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-021,실패 재시도·DLQ·처리 실패 주문 관리자 화면,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-021,실패 재시도·DLQ·처리 실패 주문 관리자 화면,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-022,주문 상태머신(REGISTERED/PROMOTING/PROMOTED/HOLD/PAID/FILE_CHECK/FILE_HOLD/MES_SENT/IN_PRODUCTION/PRODUCED/SHIPPED/DONE/CANCELED),,서희항,부분,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-023,상태 단위=주문상품옵션(orderProductOptionNo)·주문 단위는 롤업,,서희항,부분,ledger전용,t65,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C7,STD-MFG-024,3시스템 매핑 테이블(handoff_id·orderNo+orderProductOptionNo·MES 작업번호),,서희항,부분,ledger전용,,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-024,3시스템 매핑 테이블(handoff_id·orderNo+orderProductOptionNo·MES 작업번호),,서희항,부분,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-025,FR-1 MES 주문 상태 변경 통보 수신(접수완료/생산대기/생산중/생산완료),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C7,STD-MFG-026,접수완료 시 취소 잠금 원자적 전환(cancelable CAS),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-027,TO-2 샵바이 상품준비중 전환(취소 창구 닫기),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C7,STD-MFG-028,FR-2 MES 송장번호 등록 수신,,서희항,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C7,STD-MFG-029,TO-3 샵바이 배송처리(송장 등록·정정),,서희항,미착수,ledger전용,t63,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-030,우리가 올린 상태변경 웹훅 메아리 필터(무한루프 방지),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C7,STD-MFG-031,FR-3 MES 발 주문 취소 요청 수신→샵바이 취소·환불(TO-4),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C7,STD-MFG-032,FR-5 취소요청 승인·거부 수신→샵바이 클레임 처리(TO-5),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C7,STD-MFG-033,생산 시작 후 도착한 취소는 자동 처리하지 않고 담당자 에스컬레이션,,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-034,FR-7 주문 메모 기록→샵바이 업무 메시지 동기화(TO-6),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C7,STD-MFG-035,MES 화면 신규 버튼(취소·재업로드 요청·취소요청 승인거부)+사유 입력,,외부(상대측 회신 대기),미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P13,P13,생산구간 · 주문취소,C7,STD-MFG-035,MES 화면 신규 버튼(취소·재업로드 요청·취소요청 승인거부)+사유 입력,,외부(상대측 회신 대기),미착수,ledger전용,t65,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-036,원고 바이러스 온디맨드 명시 스캔,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-037,바이러스 검사 3중 교차 판정(스캔결과·탐지기록·파일존재해시),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-038,시그니처 신선도 확인·오래되면 보류,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-039,스캔 실패·타임아웃은 통과가 아니라 보류(재시도 큐),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-040,감염 파일 격리+담당자 알림+고객 재업로드 요청,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-044,폰트 미포함 검사,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-046,페이지 수와 주문 사양 대조,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-048,파일 열림·손상·암호 걸림 검사,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-049,판정 3갈래 분기(자동 재업로드 요청·담당자 검수·담당자 발 요청),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-050,자동 발송 오류 목록 관리(좁게 유지·담당자와 확정),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C4,STD-MFG-051,FR-6 프리플라이트 재실행 요청 수신,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-052,검사 감사기록 보관(검사시각·엔진시그니처버전·판정·탐지명·파일해시·PitStop 리포트),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,STD-MFG-053,검사 없이 PitStop 투입 경로 차단(코드상 부재 보장),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C4,STD-MFG-054,FR-4 재업로드 요청 수신→서명 1회성 링크 발급(주문·항목·구성원 바인딩·7일),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C4,STD-MFG-055,재업로드 화면(위젯 업로드 컴포넌트 재사용·대상 파일 지정),,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C4,STD-MFG-056,재업로드 시 회차 증가+검사 자동 재실행,,서희항,미착수,ledger전용,,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,C4,STD-MFG-057,원고 보완 대기 중 주문상태 결제완료 유지(고객 취소권 보존),,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-058,접수파일 등록(원본 그대로 사용 vs 가공 후 등록 2경로),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-059,품목관리 디자인파일여부 Y/N 로 원본 자동 접수 처리,,외부(상대측 회신 대기),미실측,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-060,Edicus Prepress 랜더링 결과 접수파일 등록,,외부(상대측 회신 대기),미실측,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-061,접수파일 인쇄공정 파일 기준 썸네일 자동 생성,,외부(상대측 회신 대기),미실측,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-062,AI 접수파일에 썸네일용 JPG 동반 업로드(아크릴스티커·박),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C4,STD-MFG-064,편집기 상품 수정요청·수정완료 왕복,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C4,STD-MFG-065,출고예정일(완료예정일) 등록,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C4,STD-MFG-066,생산메모 입력,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C4,STD-MFG-067,작업의뢰서 출력(대표썸네일·EXCEL 다운),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C4,STD-MFG-068,의뢰서 출력 시 처리표시(빨간점)·주문상태 제작중 전환,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C4,STD-MFG-069,거래처별 주문 EXCEL 다운(가격 제외),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C4,STD-MFG-070,업체별 주문등록(EXCEL 등록·파일경로 선택),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C4,STD-MFG-071,OEM 주문 IMPORT(비즈하우스·후지필름·컨티뉴),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-072,원본 AI→PDF 변환 업로드,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-073,인쇄파일과 칼선파일 분리하여 공정별 등록,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-074,조판(판걸이+아이마크) 파일 생성,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-075,아크릴 원판 배치 조판(396x480·도수 구분·돔보),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-076,다도안 상품 판걸이·건수·수량 기준 조판,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-077,수동조판(여러 주문 취합·틴거울/아크릴/자석북마크),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-078,파일명 자동 RENAME 규약 적용(품목_출력사이즈_양단면_소재_거래처_고객_고유번호_수량),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-079,상품군별 파일명 조합 규칙 8종(디지털/캘린더/스티커/실사/배너/패브릭/시트커팅/레이저커팅),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-080,공정별 파일서버 폴더 구조(년도>발주일자) 자동 배치,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-081,팀별 또는 담당자 파일 분리 전달(분배),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-082,공정 마스터 관리(계층·상세옵션·면별선택·작업여백·고객노출설명),,서희항,작동,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-083,상품별 공정 연결·필수공정 여부·상세옵션 허용범위,,서희항,작동,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-084,공정라우트 마스터(18케이스 라우트 정의·재채번),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-085,라우트 단계 정의(순번·공정·필수선택·담당팀),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-086,상품→공정라우트 매핑,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-087,팀·파트 마스터(디지털인쇄/스티커가공/인쇄후가공/제본/특수인쇄가공/봉재가공/굿즈가공),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-088,공정 완료 신호 입력(출력완료·커팅완료·제본시작·봉재시작·가공시작),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-089,팀 간 출고·입고 처리(봉제미싱입고·아크릴가공입고·제본입고·박작업입고),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-090,앞공정 미완료 시 다음공정 차단(선후관계 interlock),,외부(상대측 회신 대기),미실측,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-091,팀별 파일 다운로드 권한(제작중 상태 and 생산다운여부 Y),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P05,P05,접수파일등록 · 조판,C5,STD-MFG-092,인쇄타입별 접수파일 포맷 규약(PDF/AI/JPG),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P07,P07,생산공정진행,C5,STD-MFG-093,파일 다운로드 시 다운로드완료 상태 자동 전환,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-094,공정별 현황표(당일발주 대기·완료 / 당일생산 주의·불량 / 당일출고),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-095,1차 산출데이터(일별 출력량·출고건량·미출고건량·입고건량),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-096,2차 산출데이터(팀별 입고예정·공정별 평균리드타임·평균 제작기간),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-098,자재 입·출고 관리,,최숙진,미착수,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-099,셋트상품·건수(같은 사양 반복) MES 작업 분해,,서희항,부분,ledger전용,,담당
t64,운영자·주문운영,외주,t64-P08,P08,외주발주 · 입고,C5,STD-MFG-100,외주처별 발주서 생성(접수파일 취합),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,외주,t64-P08,P08,외주발주 · 입고,C5,STD-MFG-101,책자 상품 수량·크기 기준 선택적 외주 판단,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,외주,t64-P08,P08,외주발주 · 입고,C5,STD-MFG-102,외주 파일 다운로드·업체 포맷 변환·웹하드 업로드,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,외주,t64-P08,P08,외주발주 · 입고,C5,STD-MFG-103,외주공정 주문리스트·외주처별 생산리스트,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,외주,t64-P08,P08,외주발주 · 입고,C5,STD-MFG-104,외주제작·외주공정 제작물 입·출고 기록,,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-106,1차포장 처리,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-107,박스포장 처리(실사·대형 상품군),,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-108,제작번호별 바코드 입력→포장완료 상태변경,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-109,전 상품 포장완료 시 제작완료 자동 전환,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-110,주문번호별 바코드 입력→출고완료 전환,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-111,송장 출력·송장 추가출력(택배),,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-112,납품명세서 출력(퀵),,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-113,출고명세서 출력(직접방문),,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-114,한 주문에 다중 송장 부여,,서희항,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-115,합배송 리스트 식별,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-116,전 상품 출고지 단일화(오프라인 주문 외),,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-117,재고상품(상품 액세서리) 관리,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,STD-MFG-118,제작완료 썸네일 확인 화면,,최숙진,미착수,ledger전용,t63,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-119,일부 재제작+재배송 지시(MES 주문복사),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-120,전체 재제작+재배송 지시,,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-121,반송 접수·반송여부 체크,,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-122,주문 내 정산 메모필드(반송비·재제작 비용 부담),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-123,재출고 신규송장 부여(상품누락 추가발송·교환 재발송),,서희항,미착수,ledger전용,t65,담당
t64,운영자·주문운영,클레임,t64-P12,P12,재제작 · 반송 · 재출고,C6,STD-MFG-124,반품·교환 웹훅 기록만 하고 MES 작업 자동생성 안 함,,서희항,미착수,ledger전용,t65,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,D1,STD-MFG-125,파일 오류 재업로드 요청 알림톡 발송(자동·담당자 발),,서희항+최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-125,파일 오류 재업로드 요청 알림톡 발송(자동·담당자 발),,서희항+최숙진,미착수,ledger전용,t62,담당
t64,원고·파일,검판,t64-P04,P04,원고보완 · 재업로드,D1,STD-MFG-126,재업로드 접수 확인 알림,,서희항+최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-126,재업로드 접수 확인 알림,,서희항+최숙진,미착수,ledger전용,t62,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-127,편집상품 수정요청 알림(주문번호·편집번호·안내),,서희항+최숙진,미착수,ledger전용,t62,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-128,알림톡 템플릿 사전 심사·승인 관리,,서희항,미착수,ledger전용,t62,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-129,알림톡 발송 실패 시 SMS/LMS 자동 대체,,서희항+최숙진,미착수,ledger전용,t62,담당
t64,운영자·주문운영,주문,t64-P17,P17,생산 · 파일알림발송,D1,STD-MFG-130,알림 발송 주체 경계 준수(주문·결제·배송=샵바이 / 파일=우리),,최숙진,미착수,ledger전용,t62,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,STD-MFG-131,단계별 체류 건수·DLQ 처리 현황 대시보드,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-131,단계별 체류 건수·DLQ 처리 현황 대시보드,,서희항,미착수,ledger전용,,담당
t64,운영자·주문운영,생산,t64-P15,P15,생산현황 · 산출데이터,C5,STD-MFG-132,조직별 권한 관리(마스터/상품마케팅/발주/생산/출고/외주관리/회계경리),,최숙진,미착수,ledger전용,,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C5,STD-MFG-133,오프라인 주문 등록(거래처별 EXCEL·금액 직접 입력),,최숙진,미실측,ledger전용,t65,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C5,STD-MFG-134,거래처별 청구서 발행(오프라인주문·금액 포함),,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,증빙,t64-P16,P16,오프라인주문 · 증빙,C5,STD-MFG-135,세금계산서 발행여부·발행날짜 정보 보관,,최숙진,미착수,ledger전용,t65,담당
t64,운영자·주문운영,주문,t64-P01,P01,주문접수 · S2S등록,C5,STD-MFG-136,샵바이 웹훅 이벤트 수신 후 소비(결제완료 → 주문 상태 반영 · 생산 전환 착수),,서희항,미착수,ledger전용,t63,담당
t64,운영자·주문운영,주문,t64-P09,P09,생산상태 · 역방향동기화,C5,STD-MFG-136,샵바이 웹훅 이벤트 수신 후 소비(결제완료 → 주문 상태 반영 · 생산 전환 착수),,서희항,미착수,ledger전용,t65,담당
t64,원고·파일,생산연계,t64-P02,P02,원고승격 · 보관,C2,T4-2,원고 승격 실파일 1건 종단 + 웹훅 해석 소비자 구현(입금→PAID 전이),,서희항,구현-미검증,ledger전용,t63,담당
t64,원고·파일,검판,t64-P03,P03,파일검판 · 프리플라이트,C4,T4-3,파일 검수 경로 결정·구축 — PitStop 조달 또는 사람 검수(D-P1·D-P2),,서희항+신우진,없음,ledger전용,,담당
t64,원고·파일,생산연계,t64-P06,P06,MES주문접수전송,C5,T4-4,접수 화면·주문 상태머신·MES 접수 전송(D-P5·D-P6·D-P7),,미정+최숙진,없음,ledger전용,,담당
t64,운영자·주문운영,배송,t64-P10,P10,포장 · 출고 · 송장,C6,T4-5,출고·송장 — 셀러어드민 수동 등록 경로 확인 + 생산 상태의 고객 반영 방식 결정,,최숙진+신우진,없음,ledger전용,t63,담당
t64,T4,주문,t64-P01,P01,주문접수 · S2S등록,C1,BLK-S1-5,[선행 입력] `order/register` 계약(엔드포인트·페이로드·서버키),,서희항+신우진,미착수,ledger전용,t63,cross
t64,T4,주문,t64-P01,P01,주문접수 · S2S등록,C1,BLK-S2-1,[선행 입력] Railway 운영 변수 4종 설정 여부(값 아님) — `WAPI_SERVER_KEY_REQUIRED`·`SHOPBY_WEBHOOK_SECRET`·`SHOPBY_SYSTEM_KEY`·`SHOPBY_ACCESS_TOKEN`,,서희항+신우진,미착수,ledger전용,t63,cross
t64,원고·파일,업로드,t64-P02,P02,원고승격 · 보관,B3,STD-ART-006,주문 이후 파일 업로드 경로(결제 후 입고),,서희항,부분,canon+ledger,t63,cross
t64,원고·파일,업로드,t64-P04,P04,원고보완 · 재업로드,B3,STD-ART-007,파일 재업로드·버전 이력 보관,,서희항,부분,canon+ledger,t63,cross
t64,원고·파일,에디터,t64-P05,P05,접수파일등록 · 조판,B3,STD-ART-024,에디터 산출물 인쇄용 파일 변환·주문 연결,,서희항,부분,canon+ledger,t63,cross
t64,클레임·CS,클레임,t64-P13,P13,생산구간 · 주문취소,D3,STD-CLM-013,판매자 클레임 승인·거부 처리,,최숙진,미착수,canon+ledger,t65,cross
t64,클레임·CS,불량,t64-P12,P12,재제작 · 반송 · 재출고,D3,STD-CLM-014,인쇄 불량 접수(사진 첨부),,김동학,미착수,canon+ledger,t65,cross
t64,클레임·CS,불량,t64-P12,P12,재제작 · 반송 · 재출고,D3,STD-CLM-015,재제작(재작업) 처리 경로,,신우진+최숙진,미착수,canon+ledger,t65,cross
t64,T3,주문,t64-P01,P01,주문접수 · S2S등록,B7,STD-ORD-030,주문 생성 직후 후니 주문등록 S2S 호출(order/register),,김동학,미착수,ledger전용,t63,cross
t64,배송,배송방식,t64-P10,P10,포장 · 출고 · 송장,C6,STD-SHP-008,택배 배송,,최숙진,작동,canon+ledger,t63,cross
t64,배송,배송방식,t64-P10,P10,포장 · 출고 · 송장,C6,STD-SHP-009,퀵/화물 배송(대형 인쇄물),,최숙진,미착수,canon+ledger,t63,cross
t64,배송,배송방식,t64-P10,P10,포장 · 출고 · 송장,C6,STD-SHP-010,매장 방문수령,,최숙진,미착수,canon+ledger,t63,cross
t64,배송,배송방식,t64-P10,P10,포장 · 출고 · 송장,C6,STD-SHP-011,분할배송(건별 부분 출고),,최숙진,미착수,canon+ledger,t63,cross
t64,배송,추적,t64-P10,P10,포장 · 출고 · 송장,C7,STD-SHP-012,송장번호 등록(판매자),,서희항,부분,canon+ledger,t63,cross
t64,배송,추적,t64-P11,P11,배송추적 · 배송지변경,C7,STD-SHP-013,송장 기반 배송상태 일괄변경,,서희항,부분,canon+ledger,t63,cross
