prd_cd,product_group,axis,authority_source,target_table,needed,owner_inspector,note
PRD_000107,포토북,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,표지 작업사이즈
PRD_000107,포토북,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,표지종이사양
PRD_000107,포토북,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,표지 코팅(무광)
PRD_000107,포토북,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,반제품 역할 외 축(N/A)
PRD_000107,포토북,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),N,basedata,반제품 역할 외 축(N/A)
PRD_000107,포토북,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,표지타입 택일
PRD_000107,포토북,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,N,cpq-link,반제품 역할 외 축(N/A)
PRD_000107,포토북,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,반제품 역할 외 축(N/A)
PRD_000107,포토북,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,반제품 역할 외 축(N/A)
PRD_000107,포토북,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,N,price-engine,반제품(세트 멤버)·가격은 본체 PRD_000100 귀속
PRD_000108,캘린더,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000108,캘린더,도수,상품마스터:인쇄(필수)·인쇄사양,t_prd_product_print_options(front/back_colrcnt),Y,basedata,인쇄(필수)·인쇄사양(양면)
PRD_000108,캘린더,인쇄옵션,상품마스터:별색인쇄/코팅/커팅/접지(옵션),t_prd_product_processes(PROC_000007 family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000108,캘린더,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,파일사양_출력용지규격(출력판형)
PRD_000108,캘린더,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,종이사양
PRD_000108,캘린더,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,캘린더가공(필수)·삼각대/링컬러
PRD_000108,캘린더,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000108,캘린더,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),Y,basedata,페이지사양(예 30P/26P/13P)·제작수량 최소~최대
PRD_000108,캘린더,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·캘린더가공 택일(항상 needed)
PRD_000108,캘린더,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,Y,cpq-link,블리드·캘린더 제약 주석
PRD_000108,캘린더,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),Y,cpq-link,추가상품(옵션)_추가상품 표기
PRD_000108,캘린더,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,Y,cpq-link,추가상품(옵션)→SKU 동반
PRD_000108,캘린더,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,고정가형(design-calendar 가격 컬럼=기본가)·캘린더가공 추가가 합산
PRD_000109,캘린더,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000109,캘린더,도수,상품마스터:인쇄(필수)·인쇄사양,t_prd_product_print_options(front/back_colrcnt),Y,basedata,인쇄(필수)·인쇄사양(양면)
PRD_000109,캘린더,인쇄옵션,상품마스터:별색인쇄/코팅/커팅/접지(옵션),t_prd_product_processes(PROC_000007 family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000109,캘린더,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,파일사양_출력용지규격(출력판형)
PRD_000109,캘린더,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,종이사양
PRD_000109,캘린더,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,캘린더가공(필수)·삼각대/링컬러
PRD_000109,캘린더,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000109,캘린더,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),Y,basedata,페이지사양(예 30P/26P/13P)·제작수량 최소~최대
PRD_000109,캘린더,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·캘린더가공 택일(항상 needed)
PRD_000109,캘린더,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,Y,cpq-link,블리드·캘린더 제약 주석
PRD_000109,캘린더,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000109,캘린더,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000109,캘린더,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,고정가형(design-calendar 가격 컬럼=기본가)·캘린더가공 추가가 합산
PRD_000110,캘린더,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000110,캘린더,도수,상품마스터:인쇄(필수)·인쇄사양,t_prd_product_print_options(front/back_colrcnt),Y,basedata,인쇄(필수)·인쇄사양(단면)
PRD_000110,캘린더,인쇄옵션,상품마스터:별색인쇄/코팅/커팅/접지(옵션),t_prd_product_processes(PROC_000007 family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000110,캘린더,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,파일사양_출력용지규격(출력판형)
PRD_000110,캘린더,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,종이사양
PRD_000110,캘린더,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,캘린더가공(필수)·삼각대/링컬러
PRD_000110,캘린더,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000110,캘린더,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),Y,basedata,페이지사양(예 30P/26P/13P)·제작수량 최소~최대
PRD_000110,캘린더,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·캘린더가공 택일(항상 needed)
PRD_000110,캘린더,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,Y,cpq-link,블리드·캘린더 제약 주석
PRD_000110,캘린더,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000110,캘린더,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000110,캘린더,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,고정가형(design-calendar 가격 컬럼=기본가)·캘린더가공 추가가 합산
PRD_000111,캘린더,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000111,캘린더,도수,상품마스터:인쇄(필수)·인쇄사양,t_prd_product_print_options(front/back_colrcnt),Y,basedata,인쇄(필수)·인쇄사양(단면)
PRD_000111,캘린더,인쇄옵션,상품마스터:별색인쇄/코팅/커팅/접지(옵션),t_prd_product_processes(PROC_000007 family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000111,캘린더,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,파일사양_출력용지규격(출력판형)
PRD_000111,캘린더,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,종이사양
PRD_000111,캘린더,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,캘린더가공(필수)·삼각대/링컬러
PRD_000111,캘린더,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000111,캘린더,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),Y,basedata,페이지사양(예 30P/26P/13P)·제작수량 최소~최대
PRD_000111,캘린더,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·캘린더가공 택일(항상 needed)
PRD_000111,캘린더,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,Y,cpq-link,블리드·캘린더 제약 주석
PRD_000111,캘린더,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000111,캘린더,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000111,캘린더,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,고정가형(design-calendar 가격 컬럼=기본가)·캘린더가공 추가가 합산
PRD_000112,캘린더,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000112,캘린더,도수,상품마스터:인쇄(필수)·인쇄사양,t_prd_product_print_options(front/back_colrcnt),Y,basedata,인쇄(필수)·인쇄사양(단면)
PRD_000112,캘린더,인쇄옵션,상품마스터:별색인쇄/코팅/커팅/접지(옵션),t_prd_product_processes(PROC_000007 family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000112,캘린더,판형,상품마스터:파일사양_출력용지규격,"t_prd_product_plate_sizes(siz_cd, output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,파일사양_출력용지규격(출력판형)
PRD_000112,캘린더,자재,상품마스터:종이사양·내지종이·표지종이사양,"t_prd_product_materials(mat_cd, usage_cd)",Y,basedata,종이사양
PRD_000112,캘린더,공정,상품마스터:캘린더사양_캘린더가공·제본사양·표지코팅,t_prd_product_processes(+param),Y,basedata,캘린더가공(필수)·삼각대/링컬러
PRD_000112,캘린더,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000112,캘린더,페이지룰,상품마스터:페이지사양·내지페이지(편집기)·제작수량,t_prd_product_page_rules(page_min/max/incr),Y,basedata,페이지사양(예 30P/26P/13P)·제작수량 최소~최대
PRD_000112,캘린더,옵션그룹,상품마스터:옵션성 컬럼(주문방법·캘린더가공·표지타입 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·캘린더가공 택일(항상 needed)
PRD_000112,캘린더,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb) / t_prd_products.constraint_json,Y,cpq-link,블리드·캘린더 제약 주석
PRD_000112,캘린더,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000112,캘린더,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000112,캘린더,가격엔진,상품마스터:가격공식 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,고정가형(design-calendar 가격 컬럼=기본가)·캘린더가공 추가가 합산
PRD_000068,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000068,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000068,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000068,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000068,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000068,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
PRD_000068,책자,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000068,책자,페이지룰,상품마스터:내지페이지·페이지사양,t_prd_product_page_rules(page_min/max/incr),Y,basedata,내지페이지·페이지사양(min/max/incr)
PRD_000068,책자,옵션그룹,상품마스터:옵션성 컬럼(주문방법·제본옵션·표지옵션 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·제본옵션·표지옵션 택일
PRD_000068,책자,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb),N,cpq-link,엑셀 제약 별표(★) 0건 → needed=N. 라이브 EXTRA 제약은 인스펙터 검토
PRD_000068,책자,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000068,책자,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000068,책자,가격엔진,상품마스터:가격 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,라이브 가격공식 바인딩 존재 — 권위 가격표/가격값 대조
PRD_000069,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000069,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000069,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000069,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000069,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000069,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
PRD_000069,책자,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000069,책자,페이지룰,상품마스터:내지페이지·페이지사양,t_prd_product_page_rules(page_min/max/incr),Y,basedata,내지페이지·페이지사양(min/max/incr)
PRD_000069,책자,옵션그룹,상품마스터:옵션성 컬럼(주문방법·제본옵션·표지옵션 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·제본옵션·표지옵션 택일
PRD_000069,책자,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb),N,cpq-link,엑셀 제약 별표(★) 0건 → needed=N. 라이브 EXTRA 제약은 인스펙터 검토
PRD_000069,책자,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000069,책자,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000069,책자,가격엔진,상품마스터:가격 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,라이브 가격공식 바인딩 존재 — 권위 가격표/가격값 대조
PRD_000070,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000070,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000070,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000070,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000070,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000070,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
PRD_000070,책자,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000070,책자,페이지룰,상품마스터:내지페이지·페이지사양,t_prd_product_page_rules(page_min/max/incr),Y,basedata,내지페이지·페이지사양(min/max/incr)
PRD_000070,책자,옵션그룹,상품마스터:옵션성 컬럼(주문방법·제본옵션·표지옵션 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·제본옵션·표지옵션 택일
PRD_000070,책자,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb),N,cpq-link,엑셀 제약 별표(★) 0건 → needed=N. 라이브 EXTRA 제약은 인스펙터 검토
PRD_000070,책자,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000070,책자,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000070,책자,가격엔진,상품마스터:가격 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,라이브 가격공식 바인딩 존재 — 권위 가격표/가격값 대조
PRD_000071,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000071,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000071,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000071,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000071,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000071,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
PRD_000071,책자,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000071,책자,페이지룰,상품마스터:내지페이지·페이지사양,t_prd_product_page_rules(page_min/max/incr),Y,basedata,내지페이지·페이지사양(min/max/incr)
PRD_000071,책자,옵션그룹,상품마스터:옵션성 컬럼(주문방법·제본옵션·표지옵션 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·제본옵션·표지옵션 택일
PRD_000071,책자,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb),N,cpq-link,엑셀 제약 별표(★) 0건 → needed=N. 라이브 EXTRA 제약은 인스펙터 검토
PRD_000071,책자,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000071,책자,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000071,책자,가격엔진,상품마스터:가격 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,라이브 가격공식 바인딩 존재 — 권위 가격표/가격값 대조
PRD_000072,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000072,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000072,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000072,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000072,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000072,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
PRD_000072,책자,묶음수,상품마스터:제작수량_건수(옵션),t_prd_product_bundle_qtys(bdl_qty),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000072,책자,페이지룰,상품마스터:내지페이지·페이지사양,t_prd_product_page_rules(page_min/max/incr),Y,basedata,내지페이지·페이지사양(min/max/incr)
PRD_000072,책자,옵션그룹,상품마스터:옵션성 컬럼(주문방법·제본옵션·표지옵션 택일),t_prd_product_option_groups(sel_typ_cd) / options / option_items(ref_dim_cd),Y,cpq-link,주문방법·제본옵션·표지옵션 택일
PRD_000072,책자,제약규칙,상품마스터:제약 주석(별표 *)·블리드·책등,t_prd_product_constraints(logic jsonb),N,cpq-link,엑셀 제약 별표(★) 0건 → needed=N. 라이브 EXTRA 제약은 인스펙터 검토
PRD_000072,책자,추가상품,상품마스터:추가상품(옵션),t_prd_product_addons(tmpl_cd),N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000072,책자,추가상품 템플릿,상품마스터:추가상품(옵션)→SKU,t_prd_templates(base_prd_cd) + template_selections,N,cpq-link,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000072,책자,가격엔진,상품마스터:가격 + 인쇄상품 가격표(260527),t_prd_product_price_formulas → t_prc_price_formulas → formula_components → price_components → component_prices,Y,price-engine,가격 권위 있으나 라이브 가격공식 미바인딩(MISSING 후보)
PRD_000077,책자,사이즈코드,상품마스터:사이즈(필수),t_prd_product_sizes / t_siz_sizes(cut_*),Y,basedata,필수 차원(항상 needed)
PRD_000077,책자,도수,상품마스터:내지인쇄/표지인쇄(필수),t_prd_product_print_options(front/back_colrcnt),Y,basedata,내지인쇄/표지인쇄사양(양면/단면)
PRD_000077,책자,인쇄옵션,상품마스터:별색/코팅/커팅/접지(옵션),t_prd_product_processes(PROC family·코팅·커팅·접지),N,basedata,엑셀 해당 옵션 미사용(N/A로 닫음)
PRD_000077,책자,판형,상품마스터:파일사양_작업/재단/출력파일,"t_prd_product_plate_sizes(siz_cd,output_paper_typ_cd) / t_siz_sizes(work_*)",Y,basedata,내지/표지 작업·재단사이즈→출력판형
PRD_000077,책자,자재,상품마스터:내지종이·표지종이/표지사양·종이(옵션),"t_prd_product_materials(mat_cd,usage_cd)",Y,basedata,내지종이·표지종이/표지사양·종이
PRD_000077,책자,공정,상품마스터:제본·박/형압·표지코팅,t_prd_product_processes(+param),Y,basedata,제본·박/형압·표지코팅
