std_id,대분류,중분류,기능,상태,오픈차단여부,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,sub_track,배정근거,done_criteria
STD-B2B-006,B2B,정산,월 마감 청구서 발행,todo,작업 항목,F-098;IA-098;SCOPE-098,,Y,N,print-kb/wiki/policy/operations.md#OPS-05 월단위 마감 · L4 사유: 돈 걸림(F-098). 원장 월마감 미구현.,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「월 마감 청구서 발행」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-B2B-007,B2B,정산,업체별 미수금 관리,todo,작업 항목,F-099;IA-099;SCOPE-099,,Y,N,print-quote/04_design/ia.md §2.3 SM-A-06 · L4 사유: 돈 걸림(F-099).,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「업체별 미수금 관리」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-B2B-008,B2B,원장,거래처 원장(온·오프라인 통합),todo,작업 항목,F-097;F-098;IA-097;IA-098;SCOPE-097;SCOPE-098,,Y,N,print-kb/wiki/policy/custom-dev.md#CST-06 · L4 사유: 온·오프라인 통합 원장 + 계좌관리. 전부 CUSTOM.,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「거래처 원장(온·오프라인 통합)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-B2B-009,B2B,원장,원장 데이터 파일 생성(.txt 연계),todo,작업 항목,F-095;IA-095;SCOPE-095,,N,N,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성 · L4 사유: .txt 연계 생성 미구현.,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「원장 데이터 파일 생성(.txt 연계)」가 1회 관측된다
STD-B2B-010,B2B,견적,대량 견적 요청 접수·회신,todo,작업 항목,F-070;F-116,SB-056,Y,Y,SB-056 absent(문의 라우트 부재),R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「대량 견적 요청 접수·회신」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-B2B-011,B2B,견적,견적서 발행(사업자 양식),todo,작업 항목,F-051,,Y,N,print-quote/04_design/ia.md §2.1 대량견적 파생 · L4 사유: F-051 견적서 생성·다운로드는 L4a 도메인 std 와도 물린다 — legacy 1:N 공유(§4-2).,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 Phase2 「거래처/원장·통계·후불」 쇼핑개발 범위,셀러어드민 B2B 화면 에서 「견적서 발행(사업자 양식)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-B2B-012,B2B,세금,세금계산서 일괄 발행,todo,작업 항목,F-142;F-152;SCOPE-152;X-TAXDOC-01,SB-053,Y,Y,SB-053 stub — document-section.tsx:1-6 · D-18 endpoint='(호출 지점 없음)',R1 · L4 판정 승계,PM,-,규칙:증빙 정책과 같은 결정 축(N1 D-2),셀러어드민 B2B 화면 에서 「세금계산서 일괄 발행」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-ADP-001,운영자·상품가격,기초데이터,사이즈 마스터 등록·관리,done,작업 항목,F-101;F-105;IA-101;IA-105;P-BLEED-32-01;P-DEDUP-SIZE-BLOCKED-01;P-DELYN-SIZE-01;P-PRINTLY-HUNI-SIZE-01;P-REVERSE-4-01;P-SIZEMAP-214-01;P-WRONGCODE-4-01;SCOPE-101;SCOPE-105;X-DEC-DELYN-576-01;X-POSTER-SIZNUM-01,WA-011;WA-013,Y,Y,raw/webadmin/webadmin/config/urls.py:339 기초코드 마스터 CRUD · raw/webadmin/webadmin/config/urls.py:344 master/<entity> · raw/webadmin/webadmin/catalog/admin.py:2049 catalog 전 모델 제네릭 admin 자동등록,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:339 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「사이즈 마스터 등록·관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-002,운영자·상품가격,기초데이터,소재(자재) 마스터 등록·관리,done,작업 항목,F-102;F-106;IA-102;IA-106;P-DEDUP-AXISMOVE-01;P-MAT-PRICEGAP-01;P-MATPOLLUTE-26-01;P-MATPOLLUTE-WIDGET-3-01;P-NAMECARD-MAT-01;P-PRD042-MISWIRE-01;SCOPE-102;SCOPE-106;X-CONFIRM-MAT32-01,WA-013;WA-015,Y,Y,raw/webadmin/webadmin/catalog/admin.py:2158 TMatMaterials 스와치 업로드 admin · raw/webadmin/webadmin/config/urls.py:316 색상칩 스테이징,"R1 · L4 판정 승계 · [conflict 보존 · P-PRD042-MISWIRE-01] 동일 상품·동일 옵션의 원인 진단이 두 하네스에서 다르다 — §load-governance CHANGELOG:17='비종이 굿즈 자재로 오배선' vs §dbmap precondition-gate §3-2='단가행 없는 중복 자재 MAT_000240/241 참조(정본은 MAT_000127/130)'. 양측 근거 보존, 교정 전 라이브 ref_key1 재실측으로 확정 필요.",인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:2158 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「소재(자재) 마스터 등록·관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-003,운영자·상품가격,기초데이터,용지·평량 마스터 관리,done,작업 항목,F-103;F-107;IA-103;IA-107;SCOPE-103;SCOPE-107,WA-014,N,N,raw/webadmin/webadmin/config/urls.py:304 paper-management · raw/webadmin/webadmin/catalog/admin.py:2052 TPaperMaterials 전용 PaperAdmin,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:304 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「용지·평량 마스터 관리」가 1회 관측된다"
STD-ADP-004,운영자·상품가격,기초데이터,도수/색상 코드 관리,done,작업 항목,P-DIGITAL-BW-01;X-DEC-FRMTYP-01,WA-013;WA-015,Y,Y,raw/webadmin/webadmin/catalog/admin.py:2178 TPrtPrintOptions 인쇄면 폼 처리 · raw/webadmin/webadmin/config/urls.py:316 색상칩,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:2178 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「도수/색상 코드 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-005,운영자·상품가격,기초데이터,공정(후가공) 마스터 관리,done,작업 항목,P-DEDUP-PROC-3-01;P-USAGECD-3-01;X-SENSOR-DIMBLIND-01,WA-013,Y,N,raw/webadmin/webadmin/catalog/admin.py:2145 TPrcProcesses 스와치/필드셋 분기 · raw/webadmin/webadmin/config/urls.py:344,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:2145 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「공정(후가공) 마스터 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-006,운영자·상품가격,기초데이터,공정 택일그룹 관리,done,작업 항목,P-CONSTRAINT-OG-048-01;P-PETBANNER-136-01,WA-003,Y,N,raw/webadmin/webadmin/catalog/admin.py:1595 '(제거됨 — Phase 7/07-08) 공정 택일그룹 모델: 옵션그룹으로 흡수·DROP' · raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹 CRUD,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:1595 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「공정 택일그룹 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-007,운영자·상품가격,기초데이터,판형(출력판형)·판걸이수 관리,done,작업 항목,P-GOODS-AXIS-NORM-01;X-CONFIRM-SET-3-01;X-ENGINE-PANSU-01,WA-001;WA-013,Y,N,raw/webadmin/webadmin/catalog/admin.py:1592 TPrdProductPlateSizes 상품 인라인 · raw/webadmin/webadmin/config/urls.py:333 상품 뷰어,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:1592 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「판형(출력판형)·판걸이수 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-008,운영자·상품가격,기초데이터,제본 방식 마스터 관리,done,작업 항목,,WA-016,N,N,raw/webadmin/webadmin/config/urls.py:320-330 책등(spine) 계산 규칙 · raw/webadmin/webadmin/catalog/spine_calc.py:1,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:320-330 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「제본 방식 마스터 관리」가 1회 관측된다"
STD-ADP-009,운영자·상품가격,기초데이터,기초코드 논리삭제·이름변경 정책 적용,partial,작업 항목,X-CONFIRM-BASECODE-5-01;X-DEC-HYPHEN-01;X-DESET-01;X-ENGINE-DELYNFILTER-01,WA-011;WA-058,Y,N,raw/webadmin/webadmin/catalog/admin.py:2244 제네릭 admin 기본구성(list_display·검색·채번·del_yn),R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · webadmin 화면 + 라이브 DB 읽기 1회 점검으로 닫는다,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「기초코드 논리삭제·이름변경 정책 적용」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-010,운영자·상품가격,상품,인쇄/제본 상품 등록,done,작업 항목,F-100;IA-100;P-L0-7-01;SCOPE-100;SCOPE-158,WA-001;WA-002,N,Y,raw/webadmin/webadmin/config/urls.py:333 상품 뷰어(목록/상세) · raw/webadmin/webadmin/config/urls.py:353 섹션별 편집 · raw/webadmin/webadmin/catalog/admin.py:2064 TPrdProducts,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:333 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「인쇄/제본 상품 등록」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-011,운영자·상품가격,상품,굿즈 상품 등록,done,작업 항목,F-110;IA-110;P-GOODS-NOAUTH-5-01;P-GOODS57-LOAD-01;SCOPE-110,WA-001;WA-002,Y,Y,raw/webadmin/webadmin/config/urls.py:333 · raw/webadmin/webadmin/config/urls.py:353,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:333 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「굿즈 상품 등록」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-012,운영자·상품가격,상품,포장재 상품 등록,done,작업 항목,F-112;IA-112;SCOPE-112,WA-001,N,N,raw/webadmin/webadmin/config/urls.py:333 상품 뷰어(prd_typ 공통),R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:333 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「포장재 상품 등록」이 1회 관측된다"
STD-ADP-013,운영자·상품가격,상품,상품-카테고리 귀속(다중분류),done,작업 항목,F-109;F-153;IA-109;P-CAT-INTEGRITY-01;P-CATCONF-QUEUE-01;P-DEDUP-CATBLIND-01;P-YELLOW-CAT-01;SCOPE-109;SCOPE-153;X-DEC-CATTREE-01;X-SHOPBY-ASSIGN-VOLATILE-01;X-SHOPBY-HYGIENE-01,WA-012,Y,Y,raw/webadmin/webadmin/catalog/admin.py:2071 ProductCategoriesInline(상품 편집화면에서 다중 카테고리 지정) · raw/webadmin/webadmin/config/urls.py:349 카테고리 마스터,"R1 · L4 판정 승계 · X-SHOPBY-HYGIENE-01 관리코드 중복 71건 = 완료(라이브 실측 09-02 · 전건 판매중지 + `-DUP-<상품번호>` 개칭 · 상품 288→297) · 잔여 1건 136009417 프리미엄엽서는 작업 항목(PM·실무진 확인) · 근거 L5/Q0/huni-token-label-check.md:150,:153",인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:2071 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「상품-카테고리 귀속(다중분류)」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-014,운영자·상품가격,상품,상품 진열/노출 상태 관리,partial,작업 항목,P-PRODUCT-IMAGE-01;X-SKIN-REACH-01,WA-001;SB-005,N,Y,raw/webadmin/webadmin/catalog/admin.py:2244 del_yn/use_yn 제네릭 처리 · huni-skin-shopby/src/lib/api/server/catalog.ts:5 상품 목록 조회,R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · webadmin 화면 + 라이브 DB 읽기 1회 점검으로 닫는다,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「상품 진열/노출 상태 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-015,운영자·상품가격,상품,상품 상세페이지 콘텐츠 편집,partial,작업 항목,X-PB-C7-01;X-PB-CLEANUP-01;X-PB-CONCEPT-01;X-PB-DESIGN-01;X-PB-DOC-01;X-PB-EMPTYVAL-01;X-PB-GATE-01;X-PB-INVENTORY-01;X-PB-OPSSIM-01;X-PB-PARTNER-BUG-01;X-PB-PARTNER-CFG-01;X-PB-PARTNER-OPT-01;X-PB-REVERIFY-01;X-PB-RISK-01;X-PB-T4-01;X-PB-UX-01,SB-016,N,N,huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:51-56 Pie Canvas 발행 상세탭 조회,R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · webadmin 화면 + 라이브 DB 읽기 1회 점검으로 닫는다,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「상품 상세페이지 콘텐츠 편집」이 1회 관측된다"
STD-ADP-016,운영자·상품가격,상품,셋트(부품조립) 상품 구성 관리,done,작업 항목,P-EDX-BOOK5-01;P-PHOTOBOOK-DBL-01;P-SET-072-01;P-SET-088-01;P-SET-INNER-PAGE-01;P-SET-MEMBRANE-PRINT-01;P-SET-PREMIUM-UNDER-01;P-VERIFY-SET7-01;X-ENGINE-SETCOAT-01;X-SET-SIZCD-01;X-SET-UI-4-01;X-SET-UI-MEMBER-01,WA-008;WA-021,Y,Y,raw/webadmin/webadmin/config/urls.py:336 셋트상품 관리 · raw/webadmin/webadmin/catalog/models.py:510 셋트 모델 · raw/webadmin/webadmin/catalog/admin.py:2071 ProductSetsInline,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:336 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「셋트(부품조립) 상품 구성 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-017,운영자·상품가격,옵션,상품별 옵션그룹 구성,done,작업 항목,P-CPQ-CLASSA-01;P-CPQ-OPT-020-01;P-DEADPARENT-500-01;P-OPT-D7-65-01,WA-003,N,Y,raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹/옵션/항목 CRUD,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:356-360 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「상품별 옵션그룹 구성」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-018,운영자·상품가격,옵션,옵션 항목 ↔ 차원 참조 연결,done,작업 항목,P-AXIS-265-01;X-CPQ-MEMBERSHIP-08-01;X-DDL-REFPARAM-SLOT-01;X-EDX-VESSEL-01;X-ENGINE-OPTKEY-01;X-VERIFY-ADAPTER-01,WA-005,Y,Y,raw/webadmin/webadmin/config/urls.py:368 차원 선택지(dim-choices) 관리,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:368 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「옵션 항목 ↔ 차원 참조 연결」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-019,운영자·상품가격,옵션,옵션 참조 무결성 검증,done,작업 항목,P-HYGIENE-670-01;X-SENSOR-DIMVALS-01;X-SENSOR-VERIFYLOAD-01,WA-007,N,N,raw/webadmin/webadmin/config/urls.py:373 상품 유효성 검증(validate),R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:373 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「옵션 참조 무결성 검증」이 1회 관측된다"
STD-ADP-020,운영자·상품가격,옵션,추가상품 템플릿 구성,done,작업 항목,P-ACRYL-ADDON-6-01;P-DBMAP-APPROVAL-01,WA-004,Y,Y,raw/webadmin/webadmin/config/urls.py:363-365 상품 템플릿(추가상품) 관리,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:363-365 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「추가상품 템플릿 구성」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-021,운영자·상품가격,제약,제약규칙 등록(UI 폼빌더),done,작업 항목,P-CONSTRAINT-DATA-01;X-CR-C10-01;X-CR-C3-01;X-CR-C9-01;X-CR-HANDOFF-01;X-FOIL-MINQTY-01,WA-006,Y,Y,raw/webadmin/webadmin/config/urls.py:371 제약규칙(JSONLogic) 관리 · raw/webadmin/webadmin/catalog/models.py:801 제약 모델,"R1 · L4 판정 승계 · [conflict 보존 · X-FOIL-MINQTY-01] §23 HANDOFF.md:29 = 제약규칙 미구축(→§31 이관) vs §31 CHANGELOG 2026-07-03 ⑦ = '박/쿠폰 최소수량=사이즈별 수량규칙(제약아님·상품레벨 적재됨)' (gaps-t1-widget.md:33). 지시상 constraint-rules/HANDOFF.md:4,6은 제외됐으나 본 항목은 §23 출처라 존치.",인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:371 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「제약규칙 등록(UI 폼빌더)」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-022,운영자·상품가격,제약,제약규칙 시뮬레이션·미리보기,done,작업 항목,X-CR-ENFORCE-CLIENT-01;X-CR-ENFORCE-ENGINE-01,WA-006,Y,Y,raw/webadmin/webadmin/config/urls.py:167 price_sim_constraints — '제약 cascade: 현재 선택 → 각 차원 불가값(비활성)',R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/config/urls.py:167 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「제약규칙 시뮬레이션·미리보기」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-023,운영자·상품가격,가격,가격공식 등록·상품 바인딩,done,작업 항목,F-108;IA-108;P-BOOK-5ITEM-01;P-CALENDAR-DESIGNBLOCKED-5-01;P-L1-109-01;P-ORPHAN-211-01;P-PED-BOOK-W12-01;P-PED-BOOK-W34-01;P-PHOTOBOOK-PAGEFEE-01;P-POSTER-FORMULA-SPLIT-01;P-WIRE-PROPOSAL-LOAD-01;SCOPE-108;X-DEC-NAMECARD-FORMULA-01;X-ENGINE-BOOK-01;X-ENGINE-GP2-01;X-ENGINE-PAGE-01;X-ENGINE-TWINRING-01,WA-017;WA-025,Y,Y,raw/webadmin/webadmin/catalog/price_views.py:1882 TPrdProductPriceFormulas.objects.update_or_create (상품↔공식 바인딩 저장) · raw/webadmin/webadmin/config/urls.py:159 price_source_save · raw/webadmin/webadmin/catalog/pricing.py:1 evaluate_price,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/price_views.py:1882 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「가격공식 등록·상품 바인딩」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-024,운영자·상품가격,가격,가격구성요소 등록·차원 지정,done,작업 항목,F-104;IA-104;P-DUPSIZE-WIRING-01;P-EDX-HIGH40-01;P-EDX-MISSINGCELL-01;P-EDX-SIZECONF-01;P-OVERCHARGE-8-01;P-PED-PUNCH-01;P-SILENT-7-01;SCOPE-104;X-ENGINE-AUTOPICK-01,WA-018;WA-019,Y,N,raw/webadmin/webadmin/catalog/admin.py:2200-2206 PriceComponentAdminForm 사용차원 순서지정 위젯 + 단가유형 그룹제한 · raw/webadmin/webadmin/config/urls.py:144-148 단가 그리드,R1 · L4 판정 승계,인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"raw/webadmin/webadmin/catalog/admin.py:2200-2206 에 구현이 있고, webadmin 화면 + 라이브 DB 읽기 에서 「가격구성요소 등록·차원 지정」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ADP-025,운영자·상품가격,가격,단가행 일괄 등록(엑셀 업로드),partial,작업 항목,P-19SHEET-BATCH-01;P-3JEOL-01;P-ACRYL-TBD-01;P-AUTH-3SHEET-01;P-DBMAP-NEXT-01;P-DBMAP-OPEN-01;P-DCAL-LOAD-01;P-DESIGNED22-01;P-GOODS-DIRECTPRICE-01;P-HDX-BACKLOG-01;P-NEEDSBASICS-97-01;P-PED-STATIONERY-9-01;P-POSTER-TRANSPOSE-01;P-SET-PREMIUM-UNDER-01;P-SOT-RELOAD-65-01;P-STATIONERY-SPARSE-01;P-STICKER-REPRICE-01;X-BATCH-REST-01;X-CONFIRM-FOMEX-01;X-CONFIRM-GOODS-FIN1-01;X-CONFIRM-MEMOPAD-01;X-CONFIRM-PRICE-2-01;X-CONFIRM-PRICEAUTH-01;X-CONFIRM-STICKER-01,WA-018,Y,Y,raw/webadmin/webadmin/catalog/price_views.py:1650 '그리드에 보이는 행이 곧 이 구성요소의 전체 단가표(엑셀처럼)' · raw/webadmin/webadmin/catalog/templates/catalog/comp_price_grid_page.html:142-145 엑셀 복사·붙여넣기,"R1 · L4 판정 승계 · [conflict 보존 · P-DBMAP-OPEN-01] huni-dbmap/HANDOFF.md에 '미해결/블로커' 헤더가 4곳(:34-35 / :61-62 / :103-104 + :71)에 시간 역순 누적되어 자기모순. 지시대로 상위(:34-35) 섹션을 권위로 채택하되 하위 섹션 근거는 삭제하지 않고 sources에 보존. 대표 상충: :62 '수량구간할인 링크 미연결' ↔ :28 '수량구간 할인=이미 완비(미연결은 stale 오해)'; :70 '가격 전면 미적재 2시트' ↔ :50-52 '동일 2시트 라이브 COMMIT 완료' (gaps-t2-rest.md:33-37). · [conflict 보존 · X-CONFIRM-FOMEX-01] 포맥스 3mm 단가가 권위 자료 내에서 8,300/11,500 vs 8,500/13,000으로 충돌 (_foundation/batch/wiring/HANDOFF.md:46-48). 양쪽 값을 모두 보존하고 채택은 인간 판정. · [conflict 보존 · X-CONFIRM-PRICE-2-01] 라이브 값 vs 권위 엑셀 값 불일치 2건. 권위 엑셀의 족자 천정고리 표기가 '4000?'로 확정값이 아님 — 양측 값 모두 보존, 채택은 인간 판정. · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · webadmin 화면 + 라이브 DB 읽기 1회 점검으로 닫는다",인쇄개발,-,규칙:260616 01_역할정의 「관리자 상품관리(상품·사이즈·소재·용지·가격)」,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「단가행 일괄 등록(엑셀 업로드)」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
