L0,L1_대분류,L2_중분류,L3_프로세스,L3_프로세스명,L4_순번,row_id,기능,시스템,담당자,상태,근거,cross
t63 프로세스 정리 B — 탐색~결제,장바구니·주문,주문,P17,주문 조회·후속 처리,4,STD-ORD-024,인쇄 공정 단계 상태 노출(검판·출력·후가공),webadmin,김동학,미착수,「미확인」 — 찾지 못했다(webadmin/catalog/*.py 전수 grep 검판/후가공 단계/공정 노출 — 후가공은 전부 가격 구성요소 용어이고 MES 는 원고 전달 대상일 뿐 고객에게 인쇄 공정 진행 단계를 노출하는 코드/화면은 huni-mall·webadmin 어디서도 못 찾음),t62 — 회원 주문 내역 화면은 마이페이지(STD-MYP) / t64 — 공정 단계 값을 만드는 쪽은 MES·운영자 주문운영 / t65 — 취소·반품·교환은 클레임(STD-CLM)
t63 프로세스 정리 B — 탐색~결제,장바구니·주문,주문,P17,주문 조회·후속 처리,5,STD-ORD-025,구매확정(고객·자동),shopby,김동학,미착수,docs/shopby/shopby-api/order-shop-public.yml:1950-1958 · docs/shopby/shopby-api/order-shop-public.yml:6612-6620 · docs/shopby/shopby-api/order-shop-public.yml:1996-2008,t62 — 회원 주문 내역 화면은 마이페이지(STD-MYP) / t64 — 공정 단계 값을 만드는 쪽은 MES·운영자 주문운영 / t65 — 취소·반품·교환은 클레임(STD-CLM)
t63 프로세스 정리 B — 탐색~결제,장바구니·주문,주문,P17,주문 조회·후속 처리,6,STD-ORD-026,재주문(동일 사양 반복),huni-mall,김동학,미착수,「미확인」 — 찾지 못했다(src 전수 grep 재주문/reorder — src/lib/guide-data.ts:193 에 재주문·재견적 방법 이라는 가이드 문서 제목만 있고 실제 재주문 버튼/로직 코드는 없음),t62 — 회원 주문 내역 화면은 마이페이지(STD-MYP) / t64 — 공정 단계 값을 만드는 쪽은 MES·운영자 주문운영 / t65 — 취소·반품·교환은 클레임(STD-CLM)
t63 프로세스 정리 B — 탐색~결제,장바구니·주문,주문,P18,오프라인 주문 등록,1,STD-ORD-027,오프라인 주문 별도 등록 경로,webadmin,서희항,부분,raw/webadmin/webadmin/catalog/models.py:87 (선행 카드 증거 · 실재 확인),t64 — 등록된 주문은 같은 생산 흐름을 탄다 / t65 — 운영자 주문 운영 화면 전반은 t64·t65
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,1,STD-PAY-020,카드 결제 화면 분기(비회원·회원 주문서),huni-mall,김동학,미착수,huni-skin-shopby/src/components/checkout/guest-checkout-form.tsx:1-10,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,2,STD-PAY-001,신용카드 결제(PG),huni-mall,김동학,미착수,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8 (선행 카드 증거 · 실재 확인),t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,3,STD-PAY-002,실시간 계좌이체,huni-mall,김동학,미착수,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8 (선행 카드 증거 · 실재 확인),t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,4,STD-PAY-003,무통장입금(가상계좌)·입금대기 상태,huni-mall,최숙진,작동,huni-skin-shopby/src/components/checkout/checkout-form.tsx:4-9 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-180 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:360-420 · huni-skin-shopby/src/lib/payments/ncp-pay.ts:1-105 · huni-skin-shopby/src/components/order/order-complete-view.tsx:105-139,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,5,STD-PAY-004,네이버페이 결제,huni-mall,외부(네이버페이),미착수,「미확인」 — huni-skin-shopby/src/components/checkout/checkout-form.tsx:365-371 · docs/shopby/shopby-api/admin-shop-public.yml:1374,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,6,STD-PAY-005,카카오페이 결제,huni-mall,외부(카카오페이),미착수,「미확인」 — huni-skin-shopby/src/components/checkout/checkout-form.tsx:365-371 · docs/shopby/shopby-api/admin-shop-public.yml:1378,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,7,STD-PAY-006,토스페이 결제,huni-mall,최숙진,미착수,「미확인」 — huni-skin-shopby/src/components/checkout/checkout-form.tsx:365-371 · docs/shopby/shopby-api/admin-shop-public.yml:1380,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,8,STD-PAY-009,할부·무이자 옵션,huni-mall,외부(KG이니시스),미착수,「미확인」 — huni-skin-shopby/src/components/checkout/checkout-data.ts:62,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,9,STD-PAY-019,수동카드결제(키인·가상단말 · PC+모바일),외부PG,외부(KG이니시스),미착수,「미확인」 — 코드 대상 아님(계약·설정) — 이니시스 가상단말/키인결제는 PG 계약·단말 발급 사안,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,10,STD-PAY-007,적립금(프린팅머니) 결제,huni-mall,김동학,부분,huni-skin-shopby/src/components/checkout/checkout-form.tsx:170-183 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:289-299 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:413,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,11,STD-PAY-008,복합결제(적립금+PG 병용),huni-mall,김동학,미착수,huni-skin-shopby/src/components/checkout/checkout-form.tsx:52 (선행 카드 증거 · 실재 확인),t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,12,STD-PAY-010,B2B 후불결제,미확인,김동학,미착수,「미확인」 — 찾지 못했다(huni-skin-shopby/src 전수 grep 'B2B'·'후불' 0건 · raw/webadmin/webadmin 전수 grep 0건),t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,13,STD-PAY-013,결제 금액 위변조 검증(서버 재계산 대조),huni-mall,김동학+서희항,부분,huni-skin-shopby/src/app/api/printly/requote/route.ts:1-77 · huni-skin-shopby/src/lib/api/widget-order.ts:20-35,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,14,STD-PAY-031,위젯 총액↔shopby 청구액 「10원×수량」 모델 정합 검증(표시↔청구 불일치 알려진 이슈),huni-mall,김동학+서희항,미착수,huni-skin-shopby/README.md:70-71 · huni-skin-shopby/src/lib/api/widget-order.ts:20-35,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,15,STD-PAY-011,PG 리다이렉트·결제 확정 콜백,huni-mall,김동학,부분,huni-skin-shopby/src/lib/payments/ncp-pay.ts:1-105 · huni-skin-shopby/src/app/(main)/order-complete/page.tsx:1-40,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,16,STD-PAY-012,결제 실패 안내·재시도,huni-mall,김동학,미착수,huni-skin-shopby/src/components/checkout/checkout-form.tsx:428-434 · huni-skin-shopby/src/components/order/order-complete-view.tsx:24-40,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,17,STD-PAY-014,결제 포기 처리,미확인,김동학,미착수,"「미확인」 — 찾지 못했다(huni-skin-shopby/src/components/checkout, src/lib/payments 전수 grep '포기'·'abandon'·'beforeunload' 0건)",t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단 · 결제처리,P19,결제하기,18,,무통장 입금 확인 → 결제완료 전이,shopby,최숙진,원장 행 없음,「미확인」,t62 — 적립금(프린팅머니) 잔액·충전은 프로모션·마이페이지
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,1,STD-PAY-022,토스 계약 조건 확인(건당 수수료·가입비/연관리비 면제 프로모션·포트원 경유),외부PG,외부(토스페이먼츠),미착수,「미확인」 — 코드 대상 아님(계약·설정) — 토스페이먼츠 수수료·프로모션·포트원 경유 여부 확인 사안,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,2,STD-PAY-023,「자사 상품 전용 선불 충전」 용도 가맹점 심사 가능 여부 사전 확인,외부PG,외부(토스페이먼츠),미착수,「미확인」 — 코드 대상 아님(계약·설정) — 선불충전 전용 가맹점 심사 여부 확인 사안,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,3,STD-PAY-026,경로별 수수료 차이(이니시스 경유 +0.x% 여부) 확인,외부PG,외부(이니시스·카카오페이),미착수,「미확인」 — 코드 대상 아님(계약·설정) — PG 경유 수수료 차이 확인 사안,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,4,STD-PAY-024,카카오페이 신청 서류·절차 정리 후 전달,외부PG,신우진,미착수,「미확인」 — 코드 대상 아님(계약·설정) — 카카오페이 신청 서류·절차 정리 사안,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,5,STD-PAY-025,샵바이 어드민의 카카오페이 신청 경로 확인,shopby,김동학,미착수,「미확인」 — 찾지 못했다(docs/shopby/shopby-api 전수 grep '카카오페이 신청'·'PG 신청' 0건 — 셀러어드민 신청화면은 API 문서 범위 밖),t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,6,STD-PAY-021,충전은 현금만 수납 — 이니시스 PG 결제와 회계 분리,외부PG,신우진,미착수,「미확인」 — 코드 대상 아님(계약·설정) — 프린팅머니 충전 결제수단·회계분리 정책 확정 사안,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,7,STD-PAY-027,결제수단 노출설정 10항목 켜기(PG 승인 후),shopby,최숙진,미착수,「미확인」 — 찾지 못했다(docs/shopby/shopby-api/admin-shop-public.yml·workspace-server-public.yml 전수 grep '노출설정'·'exposureYn' 등 결제수단 10항목 관련 전용 엔드포인트 미발견),t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,8,STD-PAY-028,무통장 입금 계좌 등록,shopby,최숙진,작동,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:194 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:150 · huni-skin-shopby/src/components/checkout/checkout-form.tsx:177-180,t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,결제수단(계약·설정),P20,결제수단 개통하기,9,STD-PAY-029,미입금 주문 자동취소 기간 정책 확정(현재 무통장 7영업일·가상계좌 7일),외부PG,최숙진,미착수,/Users/innojini/Dev/HuniWeb/.claude/worktrees/t59/_workspace/huni-launch-runway/08_system-screen/t56/rejudge.csv (선행 카드 증거 · 실재 확인),t65 — 충전 회계 분리(STD-PAY-021)는 정산(STD-FIN)과 맞물린다
t63 프로세스 정리 B — 탐색~결제,결제,증빙,P21,결제 증빙 발급,1,STD-PAY-017,사업자정보 등록·관리,shopby,김동학,부분,docs/shopby/shopby-api/workspace-server-public.yml:203 · docs/shopby/shopby-api/workspace-server-public.yml:976-979 · huni-skin-shopby/src/components/mypage/document-section.tsx:253-282,t62 — 사업자정보는 B2B 회원(STD-B)과 겹친다 / t65 — 증빙과 정산(STD-FIN)의 대사는 t65
t63 프로세스 정리 B — 탐색~결제,결제,증빙,P21,결제 증빙 발급,2,STD-PAY-015,현금영수증 발급,huni-mall,김동학,미착수,huni-skin-shopby/src/components/mypage/document-section.tsx:1 (선행 카드 증거 · 실재 확인),t62 — 사업자정보는 B2B 회원(STD-B)과 겹친다 / t65 — 증빙과 정산(STD-FIN)의 대사는 t65
t63 프로세스 정리 B — 탐색~결제,결제,증빙,P21,결제 증빙 발급,3,STD-PAY-016,세금계산서 발급 신청·내역,huni-mall,김동학,미착수,huni-skin-shopby/src/components/mypage/document-section.tsx:1 (선행 카드 증거 · 실재 확인),t62 — 사업자정보는 B2B 회원(STD-B)과 겹친다 / t65 — 증빙과 정산(STD-FIN)의 대사는 t65
t63 프로세스 정리 B — 탐색~결제,결제,증빙,P21,결제 증빙 발급,4,STD-PAY-018,거래명세서 출력,huni-mall,김동학,부분,「미확인」 — huni-skin-shopby/src/components/mypage/document-section.tsx:40-356 · docs/shopby/shopby-api/order-shop-public.yml:7631,t62 — 사업자정보는 B2B 회원(STD-B)과 겹친다 / t65 — 증빙과 정산(STD-FIN)의 대사는 t65
t63 프로세스 정리 B — 탐색~결제,결제,증빙,P21,결제 증빙 발급,5,STD-PAY-030,거래명세서 어드민 출력항목·수량 표기 확인(A-4),shopby,최숙진,미착수,「미확인」 — docs/shopby/shopby-api/order-shop-public.yml:3774-3779,t62 — 사업자정보는 B2B 회원(STD-B)과 겹친다 / t65 — 증빙과 정산(STD-FIN)의 대사는 t65
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,1,STD-SHP-007,배송 권역·템플릿 관리,shopby,최숙진,부분,docs/shopby/shopby-api/delivery-server-public.yml:460-475 · docs/shopby/shopby-api/delivery-server-public.yml:803-820,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,2,STD-SHP-001,기본 배송비 부과,huni-mall,최숙진,부분,huni-skin-shopby/src/components/checkout/checkout-data.ts:32-37,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,3,STD-SHP-002,무료배송 기준금액 적용,huni-mall,최숙진,부분,huni-skin-shopby/src/components/checkout/checkout-data.ts:35,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,4,STD-SHP-003,제주 추가 배송비,shopby,최숙진,미착수,docs/shopby/shopby-api/delivery-server-public.yml:16-30 · huni-skin-shopby/src/components/checkout/checkout-data.ts:35,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,5,STD-SHP-004,도서산간 권역별 추가 배송비,shopby,최숙진,미착수,docs/shopby/shopby-api/delivery-server-public.yml:332-345 · docs/shopby/shopby-api/delivery-server-public.yml:16-30,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,6,STD-SHP-005,특정 상품군 무료배송 제외(실사·대형),미확인,최숙진,미착수,「미확인」 — 찾지 못했다(huni-skin-shopby/src 전수 grep '무료배송 제외' 0건 · delivery-server-public.yml 'exclude'·'freeCondition' 관련 필드 미발견),
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,7,STD-SHP-006,혼합주문 배송비 산정(최고값 1건),shopby,최숙진,작동,docs/shopby/shopby-api/product-server-public.yml:1397,
t63 프로세스 정리 B — 탐색~결제,배송,배송비,P22,배송비 계산,8,STD-SHP-017,금지 설정 4종 확인(A-14/U-1): 수량비례·중량 배송비 / 최대구매수량 / 즉시할인,webadmin,최숙진,부분,_workspace/huni-launch-runway/08_system-screen/t51/merged.csv:404,
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,1,STD-SHP-008,택배 배송,huni-mall,최숙진,작동,huni-skin-shopby/src/components/checkout/checkout-data.ts:32-37 · huni-skin-shopby/src/components/order/order-complete-view.tsx:71-72,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,2,STD-SHP-009,퀵/화물 배송(대형 인쇄물),huni-mall,최숙진,미착수,huni-skin-shopby/src/components/checkout/checkout-data.ts:38-43,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,3,STD-SHP-010,매장 방문수령,huni-mall,최숙진,미착수,huni-skin-shopby/src/components/checkout/checkout-data.ts:44-49,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,4,STD-SHP-011,분할배송(건별 부분 출고),shopby,최숙진,미착수,docs/shopby/shopby-api/order-server-public.yml:4319,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,5,STD-SHP-012,송장번호 등록(판매자),webadmin,서희항,부분,「미확인」 — raw/webadmin/webadmin/catalog/shopby_client.py:136-149 · docs/shopby/shopby-api/order-server-public.yml:934-945,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,배송방식 · 추적(판매자 쪽),P23,배송 방식·출고 처리,6,STD-SHP-013,송장 기반 배송상태 일괄변경,webadmin,서희항,부분,「미확인」 — raw/webadmin/webadmin/catalog/shopby_client.py:136-149 · docs/shopby/shopby-api/order-server-public.yml:1430-1436,t64 — 출고·추적의 운영자 쪽(STD-ADO·MFG)은 t64 담당. STD-SHP-012·013 은 두 카드가 만나는 경계 행이다
t63 프로세스 정리 B — 탐색~결제,배송,추적 · 알림,P24,배송 추적·변경·알림,1,STD-SHP-014,고객 배송 조회(택배사 추적),huni-mall,김동학,부분,huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:164-165 · huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:293-294 · huni-skin-shopby/src/components/mypage/order-detail-section.tsx:66-70,t64 — 출고 이후 추적값의 원천은 t64 가 다루는 출고 처리다
t63 프로세스 정리 B — 탐색~결제,배송,추적 · 알림,P24,배송 추적·변경·알림,2,STD-SHP-015,배송지 변경/추가,huni-mall,김동학,부분,huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:89-130 · huni-skin-shopby/src/components/checkout/address-modal.tsx:1-177,t64 — 출고 이후 추적값의 원천은 t64 가 다루는 출고 처리다
t63 프로세스 정리 B — 탐색~결제,배송,추적 · 알림,P24,배송 추적·변경·알림,3,STD-SHP-016,배송 상태 변경 알림 발송,shopby,최숙진,미착수,docs/shopby/shopby-api/manage-server-public.yml:1115-1120,t64 — 출고 이후 추적값의 원천은 t64 가 다루는 출고 처리다
t63 프로세스 정리 B — 탐색~결제,배송,추적 · 알림,P24,배송 추적·변경·알림,4,,배송지 변경 가능 시점 정책(출고 전까지),shopby,최숙진,원장 행 없음,「미확인」,t64 — 출고 이후 추적값의 원천은 t64 가 다루는 출고 처리다
