prd_cd,product_group,axis,needed,owner_inspector,verdict,confidence,evidence,note
PRD_000267,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000267,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000267,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000267,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000268,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000268,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000268,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000268,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000269,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000269,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000269,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000269,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000270,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000270,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000270,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000270,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000271,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000271,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000271,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000271,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000272,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000272,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000272,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000272,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000273,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000273,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000273,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000273,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000274,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000274,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000274,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000274,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000275,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000275,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000275,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000275,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000276,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000276,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000276,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000276,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000277,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000277,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000277,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000277,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000278,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000278,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000278,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000278,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000279,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000279,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000279,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000279,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000280,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000280,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000280,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000280,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
