legacy_id,원천,원판정,돈여부,주문여부,기능서술
SCOPE-160,scope,CUSTOM,,,관리자 / 주문관리 / 접수파일 썸네일 자동생성
SCOPE-161,scope,PARTIAL,,,쇼핑몰 / 주문 / 주문상태 추적(고객 마이페이지)
SCOPE-162,scope,PARTIAL,,,관리자 / 주문관리 / 주문/주문상세 런타임 그릇 구축
IA-026,ia,미착수,,,쇼핑몰 / 마이페이지 / 사업자정보(목록)
IA-027,ia,미착수,,,쇼핑몰 / 마이페이지 / 사업자정보등록(쓰기)
IA-029,ia,미착수,,,쇼핑몰 / 마이페이지 / 메인
IA-030,ia,미착수,,,쇼핑몰 / 마이페이지 / 서브메인(랜딩페이지)
IA-031,ia,미착수,,,쇼핑몰 / 마이페이지 / LIST (검색결과)
IA-032,ia,미착수,,,쇼핑몰 / 인쇄상품 / A1 상품 기본정보 세팅(상품코드·주문가능·회원)
IA-033,ia,진행중,,,쇼핑몰 / 인쇄상품 / A2 상품별 옵션 목록 불러오기
IA-034,ia,미착수,,,쇼핑몰 / 인쇄상품 / B1 규격(사이즈) 선택
IA-035,ia,미착수,,,쇼핑몰 / 인쇄상품 / B2 비규격 사용자입력(가로×세로 최소/최대)
IA-036,ia,미착수,,,쇼핑몰 / 인쇄상품 / B3 수량 선택+직접입력
IA-037,ia,미착수,,,쇼핑몰 / 인쇄상품 / B4 종이/소재 선택(+평량)
IA-038,ia,미착수,,,쇼핑몰 / 인쇄상품 / B5 인쇄 도수(단/양면)+별색·화이트
IA-039,ia,미착수,,,쇼핑몰 / 인쇄상품 / B6 코팅
IA-040,ia,미착수,,,쇼핑몰 / 인쇄상품 / B7 커팅/조각수/모서리
IA-041,ia,미착수,,,쇼핑몰 / 인쇄상품 / B8 접지/오시/미싱
IA-042,ia,미착수,,,쇼핑몰 / 인쇄상품 / B9 제본(방향·면지·링컬러·바인더링·투명커버)
IA-043,ia,미착수,,,쇼핑몰 / 인쇄상품 / B10 내지/표지 그룹 분리
IA-044,ia,미착수,,,쇼핑몰 / 인쇄상품 / B11 박/형압(앞·뒤·크기·박칼라)
IA-045,ia,미착수,,,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수
IA-046,ia,미착수,,,쇼핑몰 / 인쇄상품 / B13 추가상품(봉투 등)
IA-047,ia,미착수,,,쇼핑몰 / 인쇄상품 / B14 개별포장
IA-048,ia,미착수,,,쇼핑몰 / 인쇄상품 / B15 옵션 제약·조건부 노출(같이 못 고르는 조합 등)
IA-049,ia,진행중,,,쇼핑몰 / 인쇄상품 / C1 옵션 변경 시 가격 실시간 재계산
IA-050,ia,미착수,,,쇼핑몰 / 인쇄상품 / C2 수량별 가격표 보기
IA-051,ia,미착수,,,쇼핑몰 / 인쇄상품 / C3 견적서 생성·다운로드
IA-052,ia,미착수,,,쇼핑몰 / 인쇄상품 / D1 파일 업로드(PDF)
IA-053,ia,미착수,,,쇼핑몰 / 인쇄상품 / D2 편집상품 미리보기·썸네일
IA-054,ia,대기,,,쇼핑몰 / 인쇄상품 / D3 온라인 에디터 연동(템플릿·편집)
IA-055,ia,대기,,,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP)
IA-056,ia,미착수,,,쇼핑몰 / 인쇄상품 / D5 표지/작업 템플릿 다운로드
IA-057,ia,미착수,,,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달
IA-058,ia,미착수,,,쇼핑몰 / 인쇄상품 / E2 인쇄영역·도련 가이드
IA-059,ia,미착수,,,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달
IA-060,ia,미착수,,,쇼핑몰 / 인쇄상품 / E4 작업/재단/블리드 사이즈 안내
IA-061,ia,미착수,,,쇼핑몰 / 인쇄상품 / F1 주문 전 검증(필수옵션·파일·로그인)
IA-062,ia,미착수,,,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환)
IA-063,ia,미착수,,,쇼핑몰 / 인쇄상품 / F3 우측 플로팅 주문박스(가격·CTA)
IA-064,ia,미착수,,,쇼핑몰 / 인쇄상품 / F4 장바구니 담기
IA-065,ia,미착수,,,쇼핑몰 / 인쇄상품 / F5 옵션 보관함 저장·불러오기
IA-066,ia,진행중,,,쇼핑몰 / 인쇄상품 / G1 상세설명 콘텐츠(하단 detail)
IA-067,ia,미착수,,,쇼핑몰 / 고객센터 / 공지사항
IA-068,ia,미착수,,,쇼핑몰 / 고객센터 / 자주묻는질문
IA-069,ia,미착수,,,쇼핑몰 / 고객센터 / 상품Q&A + 문의하기
IA-070,ia,미착수,,,쇼핑몰 / 고객센터 / 대량주문 견적문의
IA-071,ia,미착수,,,쇼핑몰 / 고객센터 / 기업인쇄상담
IA-072,ia,미착수,,,쇼핑몰 / 고객센터 / 디자인상담
IA-074,ia,미착수,,,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일)
IA-075,ia,미착수,,,쇼핑몰 / 주문 / 파일/편집 정보입력
IA-076,ia,미착수,,,쇼핑몰 / 주문 / 보관함/장바구니
IA-077,ia,미착수,,,쇼핑몰 / 주문 / 배송정보입력
IA-078,ia,미착수,,,쇼핑몰 / 주문 / 배송지목록
IA-079,ia,미착수,,,쇼핑몰 / 주문 / 배송지입력
IA-080,ia,미착수,,,쇼핑몰 / 주문 / 결제하기 (이니시스 연동)
IA-081,ia,미착수,,,쇼핑몰 / 주문 / 주문완료 + 주문완료 메일 발송
IA-082,ia,미착수,,,쇼핑몰 / 주문 / 디자인 의뢰하기
IA-083,ia,미착수,,,쇼핑몰 / 정보 / 회사소개
IA-086,ia,미착수,,,쇼핑몰 / 정보 / 찾아오시는 길
IA-087,ia,미착수,,,쇼핑몰 / 가이드 / 작업시 유의사항 (11개 가이드)
IA-089,ia,미착수,,,쇼핑몰 / 마케팅 / 이용후기 메인
IA-091,ia,미착수,,,쇼핑몰 / 상품 / 포장재상품 주문하기
IA-092,ia,미착수,,,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백
IA-093,ia,미착수,,,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지)
IA-096,ia,미착수,,,관리자 / 거래처 / 매장게시판
IA-100,ia,진행중,,,관리자 / 상품관리 / 인쇄/제본 상품등록 (미리보기/등록/수정)
IA-101,ia,미착수,,,관리자 / 상품관리 / 사이즈선택 팝업
IA-102,ia,미착수,,,관리자 / 상품관리 / 소재선택 팝업
IA-103,ia,미착수,,,관리자 / 상품관리 / 종이선택 팝업
IA-104,ia,진행중,,,관리자 / 상품관리 / 가격관리 팝업 8종
IA-105,ia,진행중,,,관리자 / 상품관리 / 사이즈관리
IA-106,ia,진행중,,,관리자 / 상품관리 / 소재관리
IA-107,ia,진행중,,,관리자 / 상품관리 / 용지관리
IA-108,ia,진행중,,,관리자 / 상품관리 / 가격관리 (출력/코팅/후가공/제본)
IA-109,ia,미착수,,,관리자 / 상품관리 / 굿즈 카테고리관리
IA-110,ia,미착수,,,관리자 / 상품관리 / 굿즈 상품등록 (카테고리/옵션)
IA-111,ia,미착수,,,관리자 / 상품관리 / 수작 상품등록
IA-112,ia,미착수,,,관리자 / 상품관리 / 포장재 상품등록
IA-113,ia,미착수,,,관리자 / 상품관리 / 디자인 상품등록
IA-114,ia,미착수,,,관리자 / 게시판 / 공지사항 관리 (등록/수정/html생성)
IA-115,ia,미착수,,,관리자 / 게시판 / 자주묻는질문 관리
IA-116,ia,미착수,,,관리자 / 게시판 / 대량주문 견적문의 (확인/답변)
IA-117,ia,미착수,,,관리자 / 게시판 / 기업인쇄상담 (확인/답변)
IA-118,ia,미착수,,,관리자 / 게시판 / 디자인상담 (확인/답변)
IA-119,ia,미착수,,,관리자 / 게시판 / 상품Q&A (확인/답변)
IA-120,ia,미착수,,,관리자 / 게시판 / 1:1문의 (확인/답변)
IA-121,ia,미착수,,,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역)
IA-122,ia,미착수,,,관리자 / 게시판 / 이용후기관리 (관리자등록/수정)
IA-123,ia,미착수,,,관리자 / 회원관리 / 회원관리 (주문내역/정보확인)
IA-124,ia,미착수,,,관리자 / 회원관리 / 탈퇴회원 관리
IA-125,ia,대기,,,관리자 / 회원관리 / 프린팅머니 관리 (수정/처리)
IA-127,ia,미착수,,,관리자 / 회원관리 / 쿠폰등록내역
IA-128,ia,미착수,,,관리자 / 회원관리 / 쿠폰사용내역
IA-129,ia,미착수,,,관리자 / 통계 / 인쇄/제본 상품통계 (상세보기)
IA-130,ia,미착수,,,관리자 / 통계 / 굿즈 상품통계 (상세보기)
IA-131,ia,미착수,,,관리자 / 통계 / 패키지 상품통계 (상세보기)
IA-132,ia,미착수,,,관리자 / 통계 / 수작 상품통계 (상세보기)
IA-133,ia,미착수,,,관리자 / 통계 / 월별 매출통계
IA-134,ia,미착수,,,관리자 / 통계 / 굿즈 발주/정산 (Excel 다운)
IA-135,ia,미착수,,,관리자 / 통계 / 제작상품 팀별통계 (Excel 다운)
IA-136,ia,미착수,,,관리자 / 주문관리 / 주문관리-인쇄/제본/굿즈 (상세)
IA-137,ia,미착수,,,관리자 / 주문관리 / 파일확인처리
IA-138,ia,대기,,,관리자 / 주문관리 / 재업로드요청 문자 발송
IA-139,ia,미착수,,,관리자 / 주문관리 / 주문서출력
IA-140,ia,미착수,,,관리자 / 주문관리 / 주문상태변경 처리 (+ 문자)
IA-141,ia,미착수,,,관리자 / 주문관리 / 주문관리-후불결제
IA-142,ia,미착수,,,관리자 / 주문관리 / 증빙서류발급 관리
IA-143,ia,미착수,,,관리자 / 주문관리 / 주문상태변경 (일괄)
IA-144,ia,대기,,,관리자 / 주문관리 / 고객 SMS 발송
