prd_cd,norm,category,old_status,method,required,verdict,evidence,sheet,live_opt,live_priced
PRD_000264,레더숄더백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더숄더백,0,N
PRD_000229,이미지피켓우치와,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:이미지피켓,0,N
PRD_000228,하트이미지피켓,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:하트 이미지피켓,0,N
PRD_000227,미니우치와키링,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:미니우치와키링,0,N
PRD_000265,린넨미니에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:린넨 미니에코백,0,N
PRD_000266,린넨토트백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:린넨 토트백,0,N
PRD_000267,린넨에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:린넨 에코백,0,N
PRD_000268,캔버스심플백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스심플백,0,N
PRD_000269,캔버스포켓심플백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 포켓심플백,0,N
PRD_000272,캔버스포켓숄더백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 포켓숄더백,0,N
PRD_000205,양말,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:양말,0,N
PRD_000270,캔버스에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스에코백,0,N
PRD_000206,반팔티셔츠,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:반팔티셔츠,0,N
PRD_000271,캔버스숄더백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스숄더백,0,N
PRD_000209,후드티셔츠,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:후드티셔츠,0,N
PRD_000276,타이벡에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 에코백,0,N
PRD_000219,밴드톡,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:밴드톡,0,N
PRD_000277,타이벡보냉에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 보냉에코백,0,N
PRD_000220,폰스트랩,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:폰스트랩,0,N
PRD_000275,타이벡보냉미니백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 보냉 미니백,0,N
PRD_000274,타이벡보냉보틀백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡보냉보틀백,0,N
PRD_000273,타이벡양면백팩,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 양면 백팩,0,N
PRD_000278,메쉬토트백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:메쉬 토트백,0,N
PRD_000279,메쉬에코백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:메쉬 에코백,0,N
PRD_000280,레더라벨제작,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더라벨제작,0,N
