legacy_id,원천,기능서술,원판정,돈여부,주문여부,비고
X-WGT-AUDIT-01,runway,위젯 4축 감사 — 임계경로 인계 사슬 단절 + 4월→6월 역공학 드리프트,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-B1DEAD-01,runway,B-1 size 분기 영구 도달불능 dead code (컨버전 게이트 GSCDPOP),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-DATA-DEP-01,runway,후니 DB의 가격·제약·위젯용 테이블 미작성이 위젯 임계경로,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-F3FIX-01,runway,F-3 TieredDiscount 정대표 GSBGRDY fixture 미보유 (비차단 잔존),검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-F4-01,runway,F-4 finish-select-box 임계치 분기 부재 — 후니 후가공 데이터 확정 대기,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-G5-01,runway,G-5 의류 apparel 배타삼항이 DIR_MTR 필수 가격축을 드롭 (실결함 확정),미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-G6-01,runway,G-6 굿즈 수량 필드축 스왑 — ORD_CNT vs PRN_CNT 가격권위 배선 불일치,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-HTTP-01,runway,G-INT-0 런타임 가격경로가 fixture 정적룩업 — 실 HTTP 배선 회귀가드 부재,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-OPTMAP-01,runway,"_opt_maps 자동변환이 위젯 전용 — 시뮬레이터 미동작, 위젯 경로 별도 작업 필요",미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-PRICEEQ-01,runway,의류·ACC·포스터 가격 동등성 미마감 — PRICE>0 재캡처 미완,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-W2B-01,runway,W2-b 노트류 INN_DFT tmpl_price 요청 shape 결함 → 합계 0,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-BRIDGE-01,runway,U-12 productRedWidgetSDK.js(브릿지/로더) 라인 단위 근거 부재,검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-CODE-01,runway,캡처 상품코드·BNSTDFT/STDRCAD 정의 미상 (U-11 · U-13),검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-PDF-01,runway,PDF 업로드 경로 미상 (U-5 최종 제출 필드 · U-2 uploadType 규칙 · U-10 PDF 가용성),검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-S3-01,runway,S3 presigned 업로드 계약 미상 (U-3 엔드포인트 호스트 · U-4 유효기간),검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-SCOPE-01,runway,U-14 26 카테고리 중 신위젯 적용 범위 미상 — matrix 카테고리 행이 추정값,검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGTF-SUBMIT-01,runway,위젯→장바구니/주문 제출 계약 미상 (U-1 sdkCreatePot · U-9 호스트 핸드오프),검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-001,scope,쇼핑몰 / 로그인 / 일반 로그인,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-002,scope,쇼핑몰 / 로그인 / 아이디 찾기 (이메일 발송),SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-003,scope,쇼핑몰 / 로그인 / 비밀번호 찾기 (휴대폰 임시PW),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-004,scope,쇼핑몰 / 회원가입 / 약관동의,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-005,scope,쇼핑몰 / 회원가입 / 정보입력,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-006,scope,쇼핑몰 / 회원가입 / 이메일 중복확인,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-007,scope,쇼핑몰 / 회원가입 / 휴대전화 인증,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-008,scope,쇼핑몰 / 회원가입 / 가입완료 메일 발송,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-012,scope,쇼핑몰 / 마이페이지 / 쿠폰관리 ,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-013,scope,쇼핑몰 / 마이페이지 / 쿠폰등록,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-015,scope,쇼핑몰 / 마이페이지 / 머니충전,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-017,scope,쇼핑몰 / 마이페이지 / 나의 리뷰,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-019,scope,쇼핑몰 / 마이페이지 / 나의 체험단 활동내역 + 후기,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-021,scope,쇼핑몰 / 마이페이지 / 회원정보수정,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-022,scope,쇼핑몰 / 마이페이지 / 회원정보수정_비밀번호입력,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-023,scope,쇼핑몰 / 마이페이지 / 비밀번호변경,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-024,scope,쇼핑몰 / 마이페이지 / 회원탈퇴,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-029,scope,쇼핑몰 / 마이페이지 / 메인,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-030,scope,쇼핑몰 / 마이페이지 / 서브메인(랜딩페이지),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-031,scope,쇼핑몰 / 마이페이지 / LIST (검색결과),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-032,scope,쇼핑몰 / 인쇄상품 / A1 상품 기본정보 세팅(상품코드·주문가능·회원),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-045,scope,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-055,scope,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-057,scope,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-059,scope,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-062,scope,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-074,scope,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-083,scope,쇼핑몰 / 정보 / 회사소개,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-084,scope,쇼핑몰 / 정보 / 이용약관,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-085,scope,쇼핑몰 / 정보 / 개인정보보호,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-086,scope,쇼핑몰 / 정보 / 찾아오시는 길,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-090,scope,쇼핑몰 / 마케팅 / 체험단 모집 메인,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-091,scope,쇼핑몰 / 상품 / 포장재상품 주문하기,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-092,scope,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-093,scope,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-094,scope,관리자 / 관리자 / 관리자 등록/관리,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-095,scope,관리자 / 거래처 / 거래처관리 (등록/수정/처리),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-096,scope,관리자 / 거래처 / 매장게시판,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-097,scope,관리자 / 원장관리 / 계좌관리 (원장용 계좌 등록),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-099,scope,관리자 / 원장관리 / 업체별 미수금,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-100,scope,관리자 / 상품관리 / 인쇄/제본 상품등록 (미리보기/등록/수정),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-101,scope,관리자 / 상품관리 / 사이즈선택 팝업,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-102,scope,관리자 / 상품관리 / 소재선택 팝업,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-103,scope,관리자 / 상품관리 / 종이선택 팝업,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-104,scope,관리자 / 상품관리 / 가격관리 팝업 8종,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-105,scope,관리자 / 상품관리 / 사이즈관리,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-106,scope,관리자 / 상품관리 / 소재관리,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-107,scope,관리자 / 상품관리 / 용지관리,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-108,scope,관리자 / 상품관리 / 가격관리 (출력/코팅/후가공/제본),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-109,scope,관리자 / 상품관리 / 굿즈 카테고리관리,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-110,scope,관리자 / 상품관리 / 굿즈 상품등록 (카테고리/옵션),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-111,scope,관리자 / 상품관리 / 수작 상품등록,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-112,scope,관리자 / 상품관리 / 포장재 상품등록,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-113,scope,관리자 / 상품관리 / 디자인 상품등록,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-114,scope,관리자 / 게시판 / 공지사항 관리 (등록/수정/html생성),SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-115,scope,관리자 / 게시판 / 자주묻는질문 관리,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-121,scope,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-122,scope,관리자 / 게시판 / 이용후기관리 (관리자등록/수정),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-123,scope,관리자 / 회원관리 / 회원관리 (주문내역/정보확인),SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-124,scope,관리자 / 회원관리 / 탈퇴회원 관리,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-125,scope,관리자 / 회원관리 / 프린팅머니 관리 (수정/처리),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-126,scope,관리자 / 회원관리 / 쿠폰관리 (발행/매칭/사용내역),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-127,scope,관리자 / 회원관리 / 쿠폰등록내역,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-128,scope,관리자 / 회원관리 / 쿠폰사용내역,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-129,scope,관리자 / 통계 / 인쇄/제본 상품통계 (상세보기),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-130,scope,관리자 / 통계 / 굿즈 상품통계 (상세보기),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-131,scope,관리자 / 통계 / 패키지 상품통계 (상세보기),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-132,scope,관리자 / 통계 / 수작 상품통계 (상세보기),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-133,scope,관리자 / 통계 / 월별 매출통계,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-134,scope,관리자 / 통계 / 굿즈 발주/정산 (Excel 다운),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-135,scope,관리자 / 통계 / 제작상품 팀별통계 (Excel 다운),CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-136,scope,관리자 / 주문관리 / 주문관리-인쇄/제본/굿즈 (상세),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-139,scope,관리자 / 주문관리 / 주문서출력,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-145,scope,쇼핑몰 / 회원 / 간편로그인(네이버/카카오),SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-146,scope,쇼핑몰 / 회원 / 회원등급(VIP·B2B 등급가),PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-147,scope,쇼핑몰 / 회원 / 휴면회원 전환/해제,SOLVED,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-153,scope,쇼핑몰 / 상품 / 전시 카테고리 트리 운영툴,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-156,scope,쇼핑몰 / 마이페이지 / 첫구매/생일 자동쿠폰,PARTIAL,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
SCOPE-158,scope,관리자 / 상품관리 / MES_ITEM_CD 전상품 채번,CUSTOM,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-001,ia,쇼핑몰 / 로그인 / 일반 로그인,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-002,ia,쇼핑몰 / 로그인 / 아이디 찾기 (이메일 발송),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-003,ia,쇼핑몰 / 로그인 / 비밀번호 찾기 (휴대폰 임시PW),대기,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-004,ia,쇼핑몰 / 회원가입 / 약관동의,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-005,ia,쇼핑몰 / 회원가입 / 정보입력,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-006,ia,쇼핑몰 / 회원가입 / 이메일 중복확인,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-007,ia,쇼핑몰 / 회원가입 / 휴대전화 인증,대기,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-008,ia,쇼핑몰 / 회원가입 / 가입완료 메일 발송,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-012,ia,쇼핑몰 / 마이페이지 / 쿠폰관리 ,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-013,ia,쇼핑몰 / 마이페이지 / 쿠폰등록,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-015,ia,쇼핑몰 / 마이페이지 / 머니충전,대기,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-017,ia,쇼핑몰 / 마이페이지 / 나의 리뷰,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-019,ia,쇼핑몰 / 마이페이지 / 나의 체험단 활동내역 + 후기,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-021,ia,쇼핑몰 / 마이페이지 / 회원정보수정,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-022,ia,쇼핑몰 / 마이페이지 / 회원정보수정_비밀번호입력,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-023,ia,쇼핑몰 / 마이페이지 / 비밀번호변경,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-024,ia,쇼핑몰 / 마이페이지 / 회원탈퇴,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-029,ia,쇼핑몰 / 마이페이지 / 메인,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-030,ia,쇼핑몰 / 마이페이지 / 서브메인(랜딩페이지),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-031,ia,쇼핑몰 / 마이페이지 / LIST (검색결과),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-032,ia,쇼핑몰 / 인쇄상품 / A1 상품 기본정보 세팅(상품코드·주문가능·회원),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-045,ia,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-055,ia,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP),대기,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-057,ia,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-059,ia,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-062,ia,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-074,ia,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-083,ia,쇼핑몰 / 정보 / 회사소개,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-084,ia,쇼핑몰 / 정보 / 이용약관,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-085,ia,쇼핑몰 / 정보 / 개인정보보호,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-086,ia,쇼핑몰 / 정보 / 찾아오시는 길,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-090,ia,쇼핑몰 / 마케팅 / 체험단 모집 메인,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-091,ia,쇼핑몰 / 상품 / 포장재상품 주문하기,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-092,ia,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-093,ia,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-094,ia,관리자 / 관리자 / 관리자 등록/관리,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-095,ia,관리자 / 거래처 / 거래처관리 (등록/수정/처리),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-096,ia,관리자 / 거래처 / 매장게시판,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-097,ia,관리자 / 원장관리 / 계좌관리 (원장용 계좌 등록),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-099,ia,관리자 / 원장관리 / 업체별 미수금,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-100,ia,관리자 / 상품관리 / 인쇄/제본 상품등록 (미리보기/등록/수정),진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-101,ia,관리자 / 상품관리 / 사이즈선택 팝업,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-102,ia,관리자 / 상품관리 / 소재선택 팝업,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-103,ia,관리자 / 상품관리 / 종이선택 팝업,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-104,ia,관리자 / 상품관리 / 가격관리 팝업 8종,진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-105,ia,관리자 / 상품관리 / 사이즈관리,진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-106,ia,관리자 / 상품관리 / 소재관리,진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-107,ia,관리자 / 상품관리 / 용지관리,진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-108,ia,관리자 / 상품관리 / 가격관리 (출력/코팅/후가공/제본),진행중,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-109,ia,관리자 / 상품관리 / 굿즈 카테고리관리,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-110,ia,관리자 / 상품관리 / 굿즈 상품등록 (카테고리/옵션),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-111,ia,관리자 / 상품관리 / 수작 상품등록,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-112,ia,관리자 / 상품관리 / 포장재 상품등록,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-113,ia,관리자 / 상품관리 / 디자인 상품등록,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-114,ia,관리자 / 게시판 / 공지사항 관리 (등록/수정/html생성),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-115,ia,관리자 / 게시판 / 자주묻는질문 관리,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-121,ia,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-122,ia,관리자 / 게시판 / 이용후기관리 (관리자등록/수정),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-123,ia,관리자 / 회원관리 / 회원관리 (주문내역/정보확인),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-124,ia,관리자 / 회원관리 / 탈퇴회원 관리,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-125,ia,관리자 / 회원관리 / 프린팅머니 관리 (수정/처리),대기,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-126,ia,관리자 / 회원관리 / 쿠폰관리 (발행/매칭/사용내역),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-127,ia,관리자 / 회원관리 / 쿠폰등록내역,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-128,ia,관리자 / 회원관리 / 쿠폰사용내역,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-129,ia,관리자 / 통계 / 인쇄/제본 상품통계 (상세보기),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-130,ia,관리자 / 통계 / 굿즈 상품통계 (상세보기),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-131,ia,관리자 / 통계 / 패키지 상품통계 (상세보기),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-132,ia,관리자 / 통계 / 수작 상품통계 (상세보기),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-133,ia,관리자 / 통계 / 월별 매출통계,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-134,ia,관리자 / 통계 / 굿즈 발주/정산 (Excel 다운),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-135,ia,관리자 / 통계 / 제작상품 팀별통계 (Excel 다운),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-136,ia,관리자 / 주문관리 / 주문관리-인쇄/제본/굿즈 (상세),미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
IA-139,ia,관리자 / 주문관리 / 주문서출력,미착수,,,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
