row_uid,card,scope,dup_key,merged_from,system,group,screen_id,screen_name,role,function,work_type,counterpart,direction,owner_side,plan_row_id,status,evidence
t49:11,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:198,,pagebuilder,동적 페이지·콘텐츠 모델,pc-content-model,콘텐츠 모델 만들기,운영자(CS·상품),모델+콘텐츠 뷰+page.dynamic 동시 생성,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:198 · :210-221
t49:12,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:219,,pagebuilder,동적 페이지·콘텐츠 모델,pc-content-view,콘텐츠 뷰(표·보드·캘린더),운영자(CS·상품),저장 뷰 정의 + 여러 페이지에서 재사용,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:219 · :388
t49:13,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:38-56,,pagebuilder,동적 페이지·콘텐츠 모델,pc-dynamic-page,동적 페이지 설정(routePattern),운영자(CS·상품),페이지 1개로 URL N개 생성 — 상품별 복제 제거,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:38-56 · :199-201
t49:14,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:202-206,,pagebuilder,동적 페이지·콘텐츠 모델,pc-entry-add,콘텐츠 항목 추가,운영자(CS·상품),상품 1개 = 항목 1행 등록(slug·status),config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:202-206
t49:15,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:385,,pagebuilder,동적 페이지·콘텐츠 모델,pc-entry-export,콘텐츠 항목 JSON·CSV 내보내기,운영자(CS·상품),항목 양방향 반출,provided,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:385
t49:16,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:225-244,,pagebuilder,동적 페이지·콘텐츠 모델,pc-entry-import,콘텐츠 항목 CSV·JSON 일괄 가져오기,운영자(CS·상품),상품마스터 CSV로 N건 일괄 등록(전부 draft 진입),config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:225-244
t49:17,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:205-207,,pagebuilder,동적 페이지·콘텐츠 모델,pc-entry-status,항목 상태 전환(초안·예약·공개·보관),운영자(CS·상품),검수 후 일괄 공개 전환,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:205-207
t49:18,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:279-281,,pagebuilder,동적 페이지·콘텐츠 모델,pc-entry-version,항목 버전·직전 버전 복원,운영자(CS·상품),버전 N·이전 기록 M개 표시 + 1단계 롤백,provided,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:279-281
t49:19,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:248-252,,pagebuilder,동적 페이지·콘텐츠 모델,pc-template-binding,템플릿 값 바인딩({{entry.필드}}),운영자(CS·상품),템플릿 텍스트를 공개 항목 값으로 치환,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:248-252
t49:20,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:120,,pagebuilder,블록 편집,pc-block-backlink,백링크 패널,운영자(CS·상품),현재 대상을 참조하는 블록 위치 역추적,provided,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:120
t49:21,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:74,,pagebuilder,블록 편집,pc-block-external,외부 콘텐츠(임베드) 블록,운영자(CS·상품),허용 HTTPS만 iframe 임베드 — 갤러리·리뷰 병합의 유일 경로,config,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:74 · 허용 도메인 정책 미공개(_workspace/huni-page-compose/99_proposal/proposal.md:171 S1)
t49:22,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:14-15,,pagebuilder,블록 편집,pc-block-linked,연결된 페이지·섹션 블록,운영자(CS·상품),다른 페이지·섹션의 최신 내용을 원본 ID로 참조,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:14-15
t49:23,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:12-31,,pagebuilder,블록 편집,pc-block-palette,블록 팔레트(30종),운영자(CS·상품),텍스트·미디어·데이터·임베드·레이아웃 블록 삽입,provided,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:12-31
t49:24,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:104-118,,pagebuilder,블록 편집,pc-block-synced,동기화 블록,운영자(CS·상품),원본 1벌 편집 → 같은 사이트 전 인스턴스 동시 반영,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:104-118
t49:25,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:106-116,,pagebuilder,블록 편집,pc-block-synced-detach,동기화 블록 연결 해제,운영자(CS·상품),특정 위치만 다르게 편집(detach) · 원본 삭제해도 모양 유지,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:106-116
t49:26,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:126-146,,pagebuilder,블록 편집,pc-block-synced-scope,동기화 범위 경계(사이트 내부),시스템(무인),사이트 간 원본 참조 불가 — 묶음(사이트) 분할 경계를 결정,provided,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:126-146
t49:27,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:75,,pagebuilder,블록 편집,pc-block-tabs,탭 레이아웃 블록,운영자(CS·상품),한 페이지 안에서 블록을 탭으로 배치,provided,,,,STD-CAT-034,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:75 (도움말 근거만 · 편집기 실물 미확인)
t49:28,t49,out,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:43,,pagebuilder,빌더 기존 자산(분모밖),pc-design-workspace,디자인(design) 작업공간,운영자(CS·상품),인쇄물 디자인(명함·엽서·포스터) 컴포넌트·Variant 편집·내보내기,provided,,,,NEW,미확인,[오픈분모밖] _workspace/huni-page-compose/01_recon/pie-canvas-model.md:43 (NEW — 오픈 분모 밖 · Pie Canvas 1급 개념 · 후니 상세페이지 surface 아님 · 역공학 문서로만 확인)
t49:29,t49,out,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:44,,pagebuilder,빌더 기존 자산(분모밖),pc-project-kanban,프로젝트(project) 칸반 보드,운영자(CS·상품),고객·멤버·산출물을 칸반으로 관리,provided,,,,NEW,미확인,[오픈분모밖] _workspace/huni-page-compose/01_recon/pie-canvas-model.md:44 (NEW — 오픈 분모 밖 · Pie Canvas 1급 개념 · 후니 상세페이지 surface 아님 · 역공학 문서로만 확인)
t49:30,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:25-31,,pagebuilder,사이트·페이지 관리,pc-dashboard,Pie Canvas 대시보드,운영자(CS·상품),내 사이트·디자인·프로젝트 목록 조회,provided,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:25-31 (테스트 계정 사이트 0개 · 대시보드 200 확인까지)
t49:31,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:170,,pagebuilder,사이트·페이지 관리,pc-editor-hardnav,편집기 하드 내비 진입,운영자(CS·상품),주소 직접입력·새로고침으로 편집기 열기 — 현재 HTTP 500(P0 버그 B1),integrate,pagebuilder,pagebuilder→pagebuilder,pagebuilder,NEW,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:170 (NEW — 파트너사 코드 수정이라 후니 계획행에 대응 없음 · 우리가 고칠 수 없음)
t49:32,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:56-61,,pagebuilder,사이트·페이지 관리,pc-site-duplicate,사이트·페이지 복제,운영자(CS·상품),사이트 전체 또는 페이지 복제(복제본은 별도 주소·저장기록 — 현행 fan-out 원인),config,,,,STD-SYS-021,진행,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:56-61 · 실측 사이트 3개(_workspace/huni-page-compose/99_proposal/proposal.md:22-26)
t49:33,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:81,,pagebuilder,사이트·페이지 관리,pc-site-headerfooter,사이트 공통영역(Header/Footer),운영자(CS·상품),여러 페이지 공통 머리말·꼬리말 1벌 편집,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:81
t49:34,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:29,,pagebuilder,사이트·페이지 관리,pc-site-list,사이트 목록(/sites),운영자(CS·상품),사이트 생성·열기 진입점,provided,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:29 (테스트 계정에서 HTTP 500 재현 — 파트너사 확인 요청 C4)
t49:35,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:38-47,,pagebuilder,사이트·페이지 관리,pc-site-pages,사이트 페이지 구성,운영자(CS·상품),페이지 추가·slug 지정·정렬·네비 숨김(page 스키마),config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:38-47
t49:36,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:39,,pagebuilder,사이트·페이지 관리,pc-site-theme,사이트 테마,운영자(CS·상품),사이트 단위 테마 적용,config,,,,STD-SYS-021,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:39
t49:37,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:203,,pagebuilder,상세페이지 탭,pc-tab-assembly,스토어프론트 탭 조립(D4),시스템(무인),Pie Canvas 게시 스냅샷(slug=prodCode) + 갤러리·리뷰 임베드를 탭 6종으로 배치,integrate,huni-mall,pagebuilder→huni-mall,huni-mall,STD-CAT-034,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:203
t49:38,t49,in,_workspace/huni-page-compose/99_proposal/report.html:553,,pagebuilder,상세페이지 탭,pc-tab-checklist,탭② 체크리스트(/checklist),운영자(CS·상품),표 서식은 1곳 + 값은 상품 API 바인딩,config,,,,STD-CAT-012,미착수,_workspace/huni-page-compose/99_proposal/report.html:553
t49:39,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:201,,pagebuilder,상세페이지 탭,pc-tab-design,탭④ 디자인보기(/design),운영자(CS·상품),갤러리 임베드 URL(?prd_cd=) + iframe 허용 헤더(D2),integrate,webadmin,pagebuilder→webadmin,webadmin,STD-CAT-034,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:201 · raw/webadmin/webadmin/config/urls.py:288-290 (api/w/v1/designs·design-image)
t49:40,t49,in,_workspace/huni-page-compose/99_proposal/report.html:552,,pagebuilder,상세페이지 탭,pc-tab-detail,탭① 상품설명,운영자(CS·상품),동적 페이지 템플릿 1벌 + {{entry.name}} 바인딩,config,,,,STD-CAT-007,미착수,_workspace/huni-page-compose/99_proposal/report.html:552
t49:41,t49,in,_workspace/huni-page-compose/99_proposal/report.html:554,,pagebuilder,상세페이지 탭,pc-tab-guide,탭③ 디자인가이드(/guide),운영자(CS·상품),뼈대 1벌 + sizes[] 반복 블록으로 규격별 전개,config,,,,STD-CAT-019,미착수,_workspace/huni-page-compose/99_proposal/report.html:554
t49:42,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:202,,pagebuilder,상세페이지 탭,pc-tab-review,탭⑥ 상품리뷰,운영자(CS·상품),ShopBy 소유 리뷰 위젯을 embed 블록으로 임베드(D3),integrate,shopby,pagebuilder→shopby,shopby,STD-CAT-014,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:202 · report.html:557
t49:43,t49,in,_workspace/huni-page-compose/99_proposal/report.html:556,,pagebuilder,상세페이지 탭,pc-tab-shipping,탭⑤ 포장/배송,운영자(CS·상품),동기화 블록으로 사이트 전체 공통 반영,config,,,,NEW,미착수,_workspace/huni-page-compose/99_proposal/report.html:556 (NEW — 계획행에 포장/배송 탭 단독 행 없음)
t49:44,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:20,,pagebuilder,운영진 관리 화면,pc-admin-backref,⑥ 역참조,운영자(CS·상품),묶음별 참조 위치·삭제 영향 표시(삭제 기능 없음),build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:20
t49:45,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:18,,pagebuilder,운영진 관리 화면,pc-admin-bulk-confirm,④ 일괄 반영 확인,운영자(CS·상품),「N개 상품에 반영됩니다」 선표시 + 확인 체크 없으면 저장 비활성,build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:18 (부분 실패 경로 스펙 부재 99_proposal/proposal.md:196)
t49:46,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:15,,pagebuilder,운영진 관리 화면,pc-admin-common-list,① 공통 컨텐츠 목록,운영자(CS·상품),무엇이 공통인지 목록화(재사용 현황·거버넌스 진입점),build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:15 (프로토타입만 · 결함 4건 선해소 조건 99_proposal/proposal.md:204)
t49:47,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:17,,pagebuilder,운영진 관리 화면,pc-admin-override,③ 예외(override) 지정,운영자(CS·상품),상품 선택 후 칸 채움=예외·비움=공통 복귀,build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:17 · 06_gate/gate-verdict.md:39 (PASS 조건부 — 의도적 빈 값 표현 불가·확인 게이트 부재)
t49:48,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:19,,pagebuilder,운영진 관리 화면,pc-admin-rollback,⑤ 롤백·버전 비교,운영자(CS·상품),버전 선택 → 복원(새 버전으로 기록),build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:19 (되돌리기 버튼 5개 전부 대상 미전달 — 06_gate/gate-verdict.md:20 E6)
t49:49,t49,in,_workspace/huni-page-compose/08_ux/ux-spec.md:16,,pagebuilder,운영진 관리 화면,pc-admin-scope-preview,② 반영 범위 미리보기,운영자(CS·상품),저장 전에 도달 N/미도달 M/예외 K를 묶음별로 표시,build,,,,NEW,미착수,_workspace/huni-page-compose/08_ux/ux-spec.md:16
t49:50,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:183,,pagebuilder,파트너사 개발 요청,pc-req-f1-display-cond,템플릿 표시 조건(F1),시스템(무인),전체·카테고리·태그·개별로 템플릿 적용 범위 지정,integrate,pagebuilder,pagebuilder→pagebuilder,pagebuilder,NEW,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:183 (NEW — 파트너사 코드 · 후니 불가)
t49:51,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:184,,pagebuilder,파트너사 개발 요청,pc-req-f2-partial-override,동기화 블록 부분 override(F2),시스템(무인),뼈대는 공유하고 일부 문구만 인스턴스별로 덮어쓰기,integrate,pagebuilder,pagebuilder→pagebuilder,pagebuilder,NEW,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:184 (NEW — 파트너사 코드 · 후니 불가)
t49:52,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:185,,pagebuilder,파트너사 개발 요청,pc-req-f3-link-1n,사이트↔상품 1:N 연결(F3),시스템(무인),link-product를 복수 productId로 확장 — C7 구조 충돌 해소,integrate,webadmin,pagebuilder→webadmin,pagebuilder,NEW,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:185 · :173 (NEW — 파트너사 코드 · 후니 불가)
t49:53,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:171,,pagebuilder,파트너사 개발 요청,pc-req-s1-domain-allow,외부 콘텐츠 허용 도메인 등록(S1),시스템(무인),후니 갤러리·리뷰 도메인을 임베드 허용 목록에 등록,integrate,pagebuilder,pagebuilder→pagebuilder,pagebuilder,NEW,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:171 (NEW — 파트너사 설정 · 후니 불가)
t49:54,t49,in,_workspace/huni-page-compose/99_proposal/proposal.md:200,,pagebuilder,후니 상품 연동,pc-api-extend-d1,상품 상세 데이터 API 확장(D1),시스템(무인),/api/printly/products에 제본·제작기간·유의사항 필드 추가 — 체크리스트·디자인가이드의 데이터 공급원,integrate,webadmin,webadmin→pagebuilder,webadmin,STD-CAT-011,미착수,_workspace/huni-page-compose/99_proposal/proposal.md:200
t49:55,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:70-84,,pagebuilder,후니 상품 연동,pc-data-binding,섹션 데이터 바인딩 설정,운영자(CS·상품),블록에 API 소스 연결 + 바인딩 배지 표시,config,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:70-84 (번들 코드 근거 · 편집기 실화면 미확인)
t49:56,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:76,,pagebuilder,후니 상품 연동,pc-data-connections,데이터 연결 관리,운영자(CS·상품),연결 식별자만 블록에 저장(비밀값은 서버 암호화),config,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:76 · pie-canvas-engine-capabilities.md:387
t49:57,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:85-96,,pagebuilder,후니 상품 연동,pc-data-proxy,서버 데이터 프록시(/api/data-proxy),시스템(무인),블록 데이터바인딩용 서버측 외부 API 호출(CORS 우회·cacheSeconds),integrate,webadmin,pagebuilder→webadmin,pagebuilder,NEW,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:85-96 (405 확인까지 · 허용 도메인·인증 정책 미공개 S2)
t49:58,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:79,,pagebuilder,후니 상품 연동,pc-edicus-link,에디쿠스 연동,운영자(CS·상품),제작·편집 연동 기능,provided,,,,NEW,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:79 · :92 (NEW — 도움말 1행 외 근거 없음 · 연결 범위 미조사 G2)
t49:59,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:414-421,,pagebuilder,후니 상품 연동,pc-link-product,상품 연결(사이트↔상품),운영자(CS·상품),GET/POST/DELETE link-product — productId 단수로 1:1 고정,integrate,webadmin,pagebuilder→webadmin,pagebuilder,NEW,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:414-421 (NEW — 파트너사 엔드포인트 · 실측 사이트 2곳 모두 linked:false · C7 구조 충돌)
t49:60,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:400-406,,pagebuilder,후니 상품 연동,pc-new-product,상품 상세 만들기(/sites/new-product),운영자(CS·상품),후니 전용 상품 상세 생성 진입점 — 현재 「서비스 준비중」 미구현,integrate,webadmin,pagebuilder→webadmin,pagebuilder,NEW,미착수,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:400-406 (NEW — 파트너사 미구현 · 우리가 만들 수 없음)
t49:61,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:17,,pagebuilder,후니 상품 연동,pc-product-collection,상품 컬렉션 블록,운영자(CS·상품),상품 카탈로그를 카드 격자로 표시,provided,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-engine-capabilities.md:17 · :171 (데이터 출처가 후니 연동인지 수동 입력인지 불명)
t49:62,t49,in,_workspace/huni-page-compose/06_gate/gate-verdict.md:16,,pagebuilder,후니 상품 연동,pc-products-api,후니 상품 API 소비(/api/printly/products),시스템(무인),상품 257건 반환 — 콘텐츠 항목 CSV의 원천,integrate,webadmin,pagebuilder→webadmin,pagebuilder,NEW,미확인,_workspace/huni-page-compose/06_gate/gate-verdict.md:16 (E3 — HTTP 401로 재현 불가 · 257은 미재실측)
t49:63,t49,in,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:80,,pagebuilder,후니 상품 연동,pc-shop-publish,쇼핑몰 발행,운영자(CS·상품),연동 활성 계정에만 노출되는 발행 흐름,provided,,,,STD-SYS-021,미확인,_workspace/huni-page-compose/01_recon/pie-canvas-model.md:80 (도움말 근거만 · 후니 계정 미확인)
t50:129,t50,in,,,pitstop,반려·재요청,PS-22,치명 오류 자동 재업로드 요청(A분기),시스템(무인),"자동목록 판정 시 즉시 알림톡+재업로드 링크 발급, 상태 FILE_HOLD",integrate,pitstop,pitstop→webadmin,webadmin,STD-MFG-054,미착수,raw/webadmin/docs/order-to-mes-process.md §5.3·§8.4 FR-4 · planrows-pitstop.csv STD-MFG-054([상위:STD-ART-018] 서명 1회성 링크 발급 설계만)
t50:130,t50,in,,,pitstop,반려·재요청,PS-23,재업로드 화면,고객,위젯 업로드 컴포넌트를 재사용해 지정 파일을 재업로드,build,-,-,-,STD-MFG-055,미착수,raw/webadmin/docs/order-to-mes-process.md §5.3 '재업로드 화면' · planrows-pitstop.csv STD-MFG-055([상위:STD-ART-007] 설계만)
t50:131,t50,in,,,pitstop,반려·재요청,PS-24,재업로드 시 회차 증가+자동 재검사,시스템(무인),"업로드되면 회차(r2,r3…)가 올라가고 검사·프리플라이트가 자동 재실행",integrate,pitstop,webadmin→pitstop,webadmin,STD-MFG-056,미착수,raw/webadmin/docs/order-to-mes-process.md §5.3 '회차가 올라가고 검사·프리플라이트가 자동 재실행' · planrows-pitstop.csv STD-MFG-056
t50:132,t50,in,,,pitstop,반려·재요청,PS-25,원고 보완 대기 중 결제완료 상태 유지,시스템(무인),파일 보완 대기 동안 주문상태를 PAY_DONE으로 유지(고객 취소권 보존),build,-,-,-,STD-MFG-057,미착수,raw/webadmin/docs/order-to-mes-process.md §5.3 마지막 문단 '결제완료(PAY_DONE)로 유지' · planrows-pitstop.csv STD-MFG-057
t50:135,t50,in,,,pitstop,반려·재요청,PS-30,담당자 발 재업로드 요청(C분기) 판단·발송,운영자(CS·상품),"애매하거나 담당자가 직접 판단해 재업로드가 필요하다고 결정한 경우, 담당자가 버튼을 눌러 알림톡을 발송한다",manual,-,-,-,STD-MFG-049,미착수,raw/webadmin/docs/order-to-mes-process.md §5.2 C분기 '담당자 판단 -> 담당자가 버튼을 눌러 알림톡' · planrows-pitstop.csv STD-MFG-049(3갈래 표) - 동일 요건의 인적 판단 슬라이스(PS-19는 로직/build)
t50:133,t50,in,,,pitstop,사람 육안 검수,PS-27,파일 확인 처리(검판 판정) 화면,운영자(CS·상품),합격·반려·사유를 기록하는 검판 판정 화면(Plan B: MES화면/수기),build,-,-,-,STD-ADO-008,미착수,print-kb/wiki/policy/order-mgmt.md#OMG-02 · planrows-pitstop.csv STD-ADO-008 — 원고 파일 승격(WA-052)은 있으나 판정 화면 없음 · 파일 검수 기준 자체(X-DEC-FILECHECK) 미확정
t50:134,t50,in,,,pitstop,사람 육안 검수,PS-29,PitStop 경고(B분기) 결과 육안 검수,운영자(CS·상품),PitStop 경고 판정 항목을 담당자가 눈으로 확인해 직접 수정하거나 C분기(재업로드 요청)로 넘긴다,manual,-,-,-,STD-ADO-008,미착수,raw/webadmin/docs/order-to-mes-process.md §5.2 B분기 '담당자 검수'·'담당자가 고치면 아무것도 안 감' · planrows-pitstop.csv STD-ADO-008(Plan B: 파일확인을 담당자 눈으로)
t50:113,t50,in,,,pitstop,서버·프로파일 설정,PS-01,PitStop Server 환경 확보,관리자,Windows·RAM16GB·AWS 별도 인스턴스 프로비저닝,config,-,-,pitstop,STD-SYS-031,미착수,"후니정기미팅 정리260915.html §PDF 프리플라이트 미결2 · planrows-pitstop.csv STD-SYS-031; grep 결과(아래 참조)로 코드/구성 0건 확인 · 재판정(보충2): 우리 코드 0 · AWS 콘솔에서 인스턴스 생성+PitStop 설치프로그램/라이선스 등록만 하는 성격이라 '관리화면에서 설정·등록만'에 해당 -> config 유지(관리화면=AWS 콘솔+PitStop 설치 마법사, 별도 커스텀 로직 없음)"
t50:114,t50,in,,,pitstop,서버·프로파일 설정,PS-07,PitStop 프로파일(자동목록 A) 확정,운영자(CS·상품),자동 재업로드 대상 오류 목록(A목록)을 PitStop 프로파일 확정 시 접수담당자와 함께 고정,config,-,-,pitstop,NEW,미착수,raw/webadmin/docs/order-to-mes-process.md §5.2·§12-6(★12-6) · 원장에 '프로파일 확정' 자체를 다루는 행 없음(A목록 초안만 STD-ART 시리즈에 존재)
t50:115,t50,in,,,pitstop,원고 수집,PS-08,승격본→PitStop 인입(S3↔서버 파일 이동),시스템(무인),order 버킷 승격 완료본을 PitStop 서버(핫폴더/CLI)로 전달,integrate,pitstop,webadmin→pitstop,webadmin,STD-ART-035,미착수,_workspace/huni-launch-runway/07_rebaseline/L0/M3/preflight-architecture.md §4 '오케스트레이션 n8n ❌ 미구축' · §4 '트리거 S3 이벤트/폴링→SQS ❌ 미구성'
t50:126,t50,in,,,pitstop,판정·리포트,PS-19,판정 3갈래 분기(A/B/C),운영자(CS·상품),치명(자동재업로드)·경고(담당자검수)·담당자발 재업로드 3분기 로직,build,-,-,-,STD-MFG-049,미착수,order-to-mes-process.md §5.2 표(3갈래 분기) · planrows-pitstop.csv STD-MFG-049([상위:STD-ART-017] 설계만·코드 0건)
t50:127,t50,in,,,pitstop,판정·리포트,PS-20,검사 감사기록 보관,시스템(무인),검사시각·엔진/시그니처버전·판정·탐지명·파일해시·PitStop 리포트를 감사기록으로 저장,integrate,pitstop,pitstop→webadmin,webadmin,STD-MFG-052,미착수,raw/webadmin/docs/artwork-scan-integration.md '감사 기록으로 남길 것' · planrows-pitstop.csv STD-MFG-052(설계만·그릇 없음)
t50:128,t50,in,,,pitstop,판정·리포트,PS-21,FR-6 프리플라이트 재실행 요청 수신,생산(MES),담당자가 MES에서 재검사를 원할 때 검사 큐 재투입,integrate,mes,mes→webadmin,webadmin,STD-MFG-051,미착수,raw/webadmin/docs/order-to-mes-process.md §8.4 FR-6 표 · planrows-pitstop.csv STD-MFG-051(§8.4 FR-6·코드 0건)
t50:116,t50,in,,,pitstop,프리플라이트 실행,PS-09,검사 없이 PitStop 투입 경로 차단,시스템(무인),바이러스 검사 통과분만 PitStop 핫폴더로 넘기도록 코드상 강제,integrate,pitstop,webadmin→pitstop,webadmin,STD-MFG-053,미착수,raw/webadmin/docs/artwork-scan-integration.md '작업 폴더 정책' 섹션(설계만) · grep 0건(아래)
t50:117,t50,in,,,pitstop,프리플라이트 실행,PS-10,파일 포맷 유효성 검사,시스템(무인),PDF가 PitStop 프로파일을 통과/경고/실패로 판정,provided,-,-,-,STD-ART-008,미착수,X-DEC-FILECHECK-01 OQ-G11 파일검수기준 미확정(1차) · planrows-pitstop.csv STD-ART-008; grep pitstop 0건(webadmin 앱코드)
t50:118,t50,in,,,pitstop,프리플라이트 실행,PS-11,재단선/블리드 3mm 확보 검사,시스템(무인),재단 여백(도련) 유무·정도를 PitStop이 판정,provided,-,-,-,STD-ART-009,미착수,order-to-mes-process.md §5.2 A목록 '재단 여백이 아예 없음' / B목록 '여백 소폭 부족' · planrows-pitstop.csv STD-ART-009
