block,product_group,dim_type,price_model,siz_label,mat_group,mat_codes,qty_band,value,source,note
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,유포지+엠보코팅,MAT165,50,15200,price-sticker-price-l1.csv:F49,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,유포지+엠보코팅,MAT165,100,3600,price-sticker-price-l1.csv:B50,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,유포지+엠보코팅,MAT165,100,5400,price-sticker-price-l1.csv:C50,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,유포지+엠보코팅,MAT165,100,7200,price-sticker-price-l1.csv:D50,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,유포지+엠보코팅,MAT165,100,10800,price-sticker-price-l1.csv:E50,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,유포지+엠보코팅,MAT165,100,14400,price-sticker-price-l1.csv:F50,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,유포지+엠보코팅,MAT165,200,3400,price-sticker-price-l1.csv:B51,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,유포지+엠보코팅,MAT165,200,5100,price-sticker-price-l1.csv:C51,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,유포지+엠보코팅,MAT165,200,6800,price-sticker-price-l1.csv:D51,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,유포지+엠보코팅,MAT165,200,10200,price-sticker-price-l1.csv:E51,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,유포지+엠보코팅,MAT165,200,13600,price-sticker-price-l1.csv:F51,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,유포지+엠보코팅,MAT165,300,3200,price-sticker-price-l1.csv:B52,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,유포지+엠보코팅,MAT165,300,4800,price-sticker-price-l1.csv:C52,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,유포지+엠보코팅,MAT165,300,6400,price-sticker-price-l1.csv:D52,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,유포지+엠보코팅,MAT165,300,9600,price-sticker-price-l1.csv:E52,장당단가형(.01)
B02,낱장 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,유포지+엠보코팅,MAT165,300,12800,price-sticker-price-l1.csv:F52,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),1,7000,price-sticker-price-l1.csv:B58,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),1,10500,price-sticker-price-l1.csv:C58,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),1,14000,price-sticker-price-l1.csv:D58,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),1,21000,price-sticker-price-l1.csv:E58,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),1,28000,price-sticker-price-l1.csv:F58,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),20,6790,price-sticker-price-l1.csv:B59,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),20,10185,price-sticker-price-l1.csv:C59,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),20,13580,price-sticker-price-l1.csv:D59,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),20,20370,price-sticker-price-l1.csv:E59,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),20,27160,price-sticker-price-l1.csv:F59,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),50,6650,price-sticker-price-l1.csv:B60,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),50,9975,price-sticker-price-l1.csv:C60,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),50,13300,price-sticker-price-l1.csv:D60,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),50,19950,price-sticker-price-l1.csv:E60,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),50,26600,price-sticker-price-l1.csv:F60,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),100,6300,price-sticker-price-l1.csv:B61,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),100,9450,price-sticker-price-l1.csv:C61,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),100,12600,price-sticker-price-l1.csv:D61,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),100,18900,price-sticker-price-l1.csv:E61,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),100,25200,price-sticker-price-l1.csv:F61,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),200,5950,price-sticker-price-l1.csv:B62,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),200,8925,price-sticker-price-l1.csv:C62,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),200,11900,price-sticker-price-l1.csv:D62,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),200,17850,price-sticker-price-l1.csv:E62,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),200,23800,price-sticker-price-l1.csv:F62,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A4,투명전용지,MAT162(투명/Q-STK-5컨펌),300,5600,price-sticker-price-l1.csv:B63,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B4,투명전용지,MAT162(투명/Q-STK-5컨펌),300,8400,price-sticker-price-l1.csv:C63,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A3,투명전용지,MAT162(투명/Q-STK-5컨펌),300,11200,price-sticker-price-l1.csv:D63,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,B3,투명전용지,MAT162(투명/Q-STK-5컨펌),300,16800,price-sticker-price-l1.csv:E63,장당단가형(.01)
B03,낱장 자유형 투명스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,A2,투명전용지,MAT162(투명/Q-STK-5컨펌),300,22400,price-sticker-price-l1.csv:F63,장당단가형(.01)
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,1,16000,price-sticker-price-l1.csv:B69,장당단가형(.01)·단일사이즈
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,20,15520,price-sticker-price-l1.csv:B70,장당단가형(.01)·단일사이즈
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,50,15200,price-sticker-price-l1.csv:B71,장당단가형(.01)·단일사이즈
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,100,14400,price-sticker-price-l1.csv:B72,장당단가형(.01)·단일사이즈
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,200,13600,price-sticker-price-l1.csv:B73,장당단가형(.01)·단일사이즈
B04,대형 자유형 스티커(PRD),siz_cd×qty(이산단가형),고정가by-siz_cd,400x600,유포지+엠보코팅,MAT165,300,12800,price-sticker-price-l1.csv:B74,장당단가형(.01)·단일사이즈
B05/B06,타투스티커(PRD_000067),세트단가(합가형),팩·세트 고정(합가형.02),90x190,타투전용지,MAT167,기본가,2000,price-sticker-price-l1.csv:B80,★Q-STK-1: 기본가2000 의미(3장미만 최소가?) 미해소·확인필요
B05/B06,타투스티커(PRD_000067),세트단가(합가형),팩·세트 고정(합가형.02),90x190,타투전용지,MAT167,3,4000,price-sticker-price-l1.csv:B81,3장마다 4000(C79)→4000÷3=1333/장 ×주문수량
B05/B06,타투스티커(PRD_000067),세트단가(합가형),팩·세트 고정(합가형.02),90x190,타투전용지,MAT167,1000,4000,price-sticker-price-l1.csv:B82,1000장도 4000(동일·번들총액)
B07,스티커팩(PRD_000065),세트단가(합가형),팩·세트 고정(합가형.02),75x110,비코팅/미색,MAT084/MAT242(Q-STK-6 미확정),1,4000,price-sticker-price-l1.csv:B88,54장1세트=4000(A86)→4000÷54≈74/장
B07,스티커팩(PRD_000065),세트단가(합가형),팩·세트 고정(합가형.02),75x110,비코팅/미색,MAT084/MAT242(Q-STK-6 미확정),1000,4000,price-sticker-price-l1.csv:B89,1000세트도 4000(고정)
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 10mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20000,price-gangpan-sticker-l1.csv:B4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 10mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,26100,price-gangpan-sticker-l1.csv:C4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 15mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20600,price-gangpan-sticker-l1.csv:D4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 15mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,27200,price-gangpan-sticker-l1.csv:E4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 20mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,21500,price-gangpan-sticker-l1.csv:F4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 20mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,28500,price-gangpan-sticker-l1.csv:G4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 25mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20000,price-gangpan-sticker-l1.csv:H4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 25mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,26100,price-gangpan-sticker-l1.csv:I4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 30mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20000,price-gangpan-sticker-l1.csv:J4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 30mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,26100,price-gangpan-sticker-l1.csv:K4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 35mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20600,price-gangpan-sticker-l1.csv:L4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 35mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,27200,price-gangpan-sticker-l1.csv:M4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 40mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,24000,price-gangpan-sticker-l1.csv:N4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 40mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,33300,price-gangpan-sticker-l1.csv:O4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 45mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,18500,price-gangpan-sticker-l1.csv:P4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 45mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,23500,price-gangpan-sticker-l1.csv:Q4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 50mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,20300,price-gangpan-sticker-l1.csv:R4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 50mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,26700,price-gangpan-sticker-l1.csv:S4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 55mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,22000,price-gangpan-sticker-l1.csv:T4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 55mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,29500,price-gangpan-sticker-l1.csv:U4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 60mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,24000,price-gangpan-sticker-l1.csv:V4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 60mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,1000,33300,price-gangpan-sticker-l1.csv:W4,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 10mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30000,price-gangpan-sticker-l1.csv:B5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 10mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,39200,price-gangpan-sticker-l1.csv:C5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 15mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30900,price-gangpan-sticker-l1.csv:D5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 15mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,41500,price-gangpan-sticker-l1.csv:E5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 20mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,32500,price-gangpan-sticker-l1.csv:F5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 20mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,49600,price-gangpan-sticker-l1.csv:G5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 25mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30000,price-gangpan-sticker-l1.csv:H5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 25mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,39200,price-gangpan-sticker-l1.csv:I5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 30mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30000,price-gangpan-sticker-l1.csv:J5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 30mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,39200,price-gangpan-sticker-l1.csv:K5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 35mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30900,price-gangpan-sticker-l1.csv:L5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 35mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,41500,price-gangpan-sticker-l1.csv:M5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 40mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,36000,price-gangpan-sticker-l1.csv:N5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 40mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,54600,price-gangpan-sticker-l1.csv:O5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 45mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,28000,price-gangpan-sticker-l1.csv:P5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 45mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,35600,price-gangpan-sticker-l1.csv:Q5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 50mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,30500,price-gangpan-sticker-l1.csv:R5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 50mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,39800,price-gangpan-sticker-l1.csv:S5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 55mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,33000,price-gangpan-sticker-l1.csv:T5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 55mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,46300,price-gangpan-sticker-l1.csv:U5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 60mm,비코팅/무광코팅/유광코팅,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,36000,price-gangpan-sticker-l1.csv:V5,합판도무송 별단가표·COMP_GANGPAN_PRINT
GANGPAN_B01,합판도무송스티커(PRD_000066),형상(siz_cd)×mat×qty(이산단가형),고정가by-siz_cd(37형상),원형 60mm,유포/투명데드롱/은데드롱,grpA=비코팅084/무광155/유광156 | grpB=유포153/투명데드롱170/은데드롱,2000,54600,price-gangpan-sticker-l1.csv:W5,합판도무송 별단가표·COMP_GANGPAN_PRINT
