prd_cd,상품명,상품군,종이류,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,등급,완성률,위젯클래스,다음한걸음,근거,widget_eligible,golden_status
PRD_000007,와이어링,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000012,우드거치대,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000013,우드봉,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000190,우드코스터,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000014,우드행거,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000194,워터북보틀,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000142,유광아크릴스티커,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ACRYLSTK_GLOSS;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000229,이미지피켓,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000043,인쇄배경지(OPP봉투타입),디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS,PASS,L3,90.0,W-CASCADE,"CPQ/판형 적재(D7,D8,D9)→L4",calc=OK;frm=PRF_DGP_C;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000044,인쇄배경지(투명케이스타입),디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS,PASS,L3,90.0,W-CASCADE,"CPQ/판형 적재(D7,D8,D9)→L4",calc=OK;frm=PRF_DGP_C;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000045,인쇄헤더택,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS,PASS,L3,90.0,W-CASCADE,"CPQ/판형 적재(D7,D8,D9)→L4",calc=OK;frm=PRF_DGP_C;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000138,일반현수막,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,WARN,L3,88.9,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_BANNER_N;R1=MAT_000069(양면테입);MAT;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
(미등록),임팩트 젤하드,굿즈파우치,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,TBD,상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000011,자석고정용고무판,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000214,자석북마크,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000211,장패드,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,N/A,N/A,N/A,N/A,WARN,L1,22.4,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000048,접지리플렛,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,FAIL,N/A,WARN,WARN,FAIL,L2+,47.9,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_FOLD_SUM;R1=MAT_000128(면끈);MAT_0;OC=29;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000121,접착방수포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,N/A,PASS,L3,87.8,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ADH_WP;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000122,접착투명포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ADH_CLEAR;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000135,족자포스터,실사,N,PASS,PASS,FAIL,FAIL,FAIL,WARN,WARN,N/A,WARN,N/A,WARN,L2,40.0,W-AREA,PRICED-0 결함 교정(단가행/판형 적재·§26/§7),calc=PRICED-0;frm=PRF_POSTER_JOKJA;OC=67;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000026,종이슬로건,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_DGP_A;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000181,중철노트,문구,Y,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,PASS,L4,100.0,W-CASCADE,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_STN_JUNGCHEOL;OC=100;pfm=DESIGNED_NOT_LOADED,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000068,중철책자,책자,Y,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,WARN,WARN,L2+,60.2,W-SET,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_BIND_SUM;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000030,지그재그엽서,디지털인쇄,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,FAIL,N/A,WARN,WARN,WARN,L1,23.4,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-NO-PRICE;OC=40;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000171,,굿즈파우치,N,WARN,PASS,WARN,WARN,WARN,WARN,N/A,N/A,N/A,N/A,WARN,L2+,57.9,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_ZIBITZ2_TBD;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000008,천정고리,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000210,초슬림마우스패드,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000185,카드거울,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000004,카드봉투,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000282,,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-NO-PRICE;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000281,,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-NO-PRICE;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000240,캔버스 삼각 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000262,캔버스 삼각 필통,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000271,캔버스숄더백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000241,캔버스 스트랩 라벨파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000268,캔버스심플백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000270,캔버스에코백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000125,캔버스패브릭포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_CANVAS;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000272,캔버스 포켓숄더백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000269,캔버스 포켓심플백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000239,캔버스 플랫 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000261,캔버스 플랫 필통,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000133,캔버스 행잉포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_CANVAS_HANGING;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000005,캘린더봉투,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000184,컴팩트거울,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000189,코르크코스터,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000032,코팅명함,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,WARN,N/A,WARN,WARN,WARN,L2+,55.3,W-FIX,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_FIXED;OC=67;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000017,코팅엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,WARN,PASS,PASS,L2+,82.0,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=OK;frm=PRF_DGP_A;OC=83;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000215,클립보드,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000202,키캡키링,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000275,타이벡 보냉 미니백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000274,타이벡보냉보틀백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000277,타이벡 보냉에코백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000218,타이벡북커버,굿즈파우치,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000246,타이벡 삼각 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000247,타이벡 스트링 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000245,타이벡 슬림 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000273,타이벡 양면 백팩,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000276,타이벡 에코백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000127,타이벡프린트,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_TYVEK;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000248,타이벡 플랫 클러치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000244,타이벡 플랫 파우치,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000067,타투스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_TATTOO;OC=75;pfm=BOUND_OK,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000108,탁상형캘린더,캘린더,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,WARN,WARN,WARN,WARN,L1,33.0,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;R1=MAT_000252(삼각대(싸바리));OC=100;pfm=DESIGN_BLOCKED,N,n/a (L3 미만)
PRD_000039,투명명함,디지털인쇄,N,PASS,PASS,WARN,FAIL,WARN,WARN,FAIL,N/A,WARN,N/A,WARN,L2+,51.1,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_CLEAR;OC=33;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000199,투명부채,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000019,투명엽서,디지털인쇄,N,PASS,PASS,PASS,PASS,WARN,PASS,WARN,WARN,WARN,N/A,PASS,L2+,81.2,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=OK;frm=PRF_DGP_A;OC=83;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000009,투명케이스,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000216,투명클립보드,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
(미등록),투명포스터★,실사,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,W-AREA(설계후확정),상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000025,투명포토카드,디지털인쇄,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,N/A,PASS,L3,87.8,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_PHOTOCARD_CLEAR;OC=33;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000003,트래싱지 카드봉투,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000283,,상품악세사리,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-NO-PRICE;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000071,트윈링책자,책자,Y,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,WARN,WARN,L2+,60.2,W-SET,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_BIND_TWINRING;R1=MAT_000013(화이트링);MAT;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000183,틴거울,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000213,틴케이스,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000161,판아크릴,아크릴,N,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,WARN,N/A,N/A,WARN,L2+,60.0,W-AREA,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000034,펄명함,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,WARN,N/A,WARN,WARN,FAIL,L2+,52.1,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_PEARL;R1=MAT_000128(면끈);MAT_0;OC=80;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000130,포맥스보드,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_FOMEXBOARD;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000165,포카코롯토,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,WARN,WARN,N/A,N/A,WARN,L2+,62.2,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_PHCOROTTO_TBD;OC=67;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000100,포토북 [디자인명],포토북,Y,PASS,PASS,PASS,PASS,WARN,WARN,WARN,N/A,WARN,PASS,WARN,L2+,76.6,W-SET,셋트 이중합산 해소(§23 부모공식만),calc=PRICED(★이중합산 의심);frm=PRF_PHOTOBOOK_FIXED;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000101,,포토북,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000104,,포토북,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
